Parent ID,Parent Name,Total Mean Annual Rate,Total 100 Year Prob
861,Airport Lake,5.0E-5,0.005
667,Almanor 2011 CFM,0.0,0.0
219,Anacapa-Dume alt 1,1.8E-4,0.018
197,Anaheim,1.0E-5,0.001
722,Antelope Valley 2011,0.0,0.0
845,Ash Hill,0.0,0.0
881,Baker,3.0E-5,0.003
668,Bartlett Springs 2011 CFM,0.0011,0.109
669,Battle Creek 2011 CFM,1.1E-4,0.011
842,Bear River fault zone,2.1E-4,0.021
581,Bennett Valley 2011 CFM,3.0E-5,0.003
158,Bicycle Lake,0.0,0.0
741,Big Lagoon - Bald Mtn 2011 CFM,4.3E-4,0.042
192,Big Pine (Central),4.0E-5,0.004
191,Big Pine (East),5.0E-5,0.005
200,Big Pine (West),0.0,0.0
87,Blackwater,4.0E-5,0.004
169,Blue Cut,1.4E-4,0.014
170,Brawley (Seismic Zone) alt 1,0.00407,0.398
541,Breckenridge 2011,2.0E-5,0.002
882,Bullion Mountains,1.4E-4,0.014
94,Burnt Mtn,0.0,0.0
561,Butano 2011 CFM,6.0E-5,0.006
165,Cady,1.0E-5,0.001
602,Calaveras (Central) 2011 CFM,0.0016,0.155
601,Calaveras (No) 2011 CFM,8.4E-4,0.084
621,Calaveras (So) - Paicines extension 2011 CFM,0.00123,0.122
603,Calaveras (So) 2011 CFM,0.00141,0.139
88,Calico-Hidalgo,5.6E-4,0.056
724,Camp Rock 2011,2.0E-4,0.02
173,Canada David (Detachment),6.0E-5,0.006
176,Carlsbad,1.0E-4,0.008
721,Carson Range (Genoa),2.5E-4,0.025
670,Casmalia 2011 CFM,1.5E-4,0.015
34,Cedar Mtn-Mahogany Mtn,3.0E-5,0.003
172,Cerro Prieto,0.00331,0.317
129,Channel Islands Thrust,4.2E-4,0.042
214,Channel Islands Western Deep Ramp,2.5E-4,0.024
238,Chino alt 1,3.0E-5,0.003
124,Clamshell-Sawpit,5.0E-5,0.005
844,Clayton,1.0E-4,0.01
81,Cleghorn,1.3E-4,0.013
884,Cleghorn Lake,5.0E-5,0.005
883,Cleghorn Pass,0.0,0.0
582,Collayami 2011 CFM,0.0,0.0
184,Compton,1.3E-4,0.013
622,Concord 2011 CFM,3.2E-4,0.032
626,Contra Costa (Lafayette) 2011 CFM,7.0E-5,0.007
633,Contra Costa Shear Zone (connector) 2011 CFM,1.1E-4,0.011
776,Coronado Bank alt1,3.6E-4,0.036
157,Coyote Canyon,0.0,0.0
163,Coyote Lake,0.0,0.0
125,Cucamonga,2.6E-4,0.026
894,Davis Creek,0.0,0.0
245,Death Valley (Black Mtns Frontal),4.3E-4,0.042
