Duration (years),Mean,Median,Mode,Std. Dev.,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
1.0,7.84163,7.0,5.0,6.088256,1.0,4.0,11.0,22.0
2.0,7.84163,7.0,6.5,4.5498853,2.5,4.5,10.5,19.0
4.0,7.84163,7.25,6.5,3.3927145,3.5,5.25,10.25,16.25
6.0,7.838281,7.3333335,7.0,2.8481467,4.1666665,5.5,10.0,14.833333
8.0,7.838281,7.375,7.125,2.5152593,4.5,5.75,9.75,14.125
10.0,7.84163,7.4,7.1,2.3022428,4.7,5.9,9.7,13.8
12.0,7.838281,7.4166665,7.0833335,2.1194367,4.9166665,6.0,9.666667,13.083333
14.0,7.8405104,7.5,7.571429,1.9859697,5.071429,6.071429,9.5,12.928572
16.0,7.838281,7.5,7.125,1.8761245,5.125,6.1875,9.4375,12.4375
18.0,7.841089,7.5555553,7.2777777,1.7593253,5.2222223,6.2777777,9.388889,12.166667
20.0,7.84163,7.55,6.85,1.7277759,5.35,6.3,9.35,12.05
22.0,7.8387275,7.590909,7.1363635,1.608676,5.409091,6.3636365,9.272727,11.590909
24.0,7.838281,7.5833335,7.25,1.5610905,5.4583335,6.4166665,9.208333,11.708333
26.0,7.862923,7.6923075,7.576923,1.4673731,5.5384617,6.5384617,9.153846,11.384615
28.0,7.845857,7.642857,7.285714,1.4237111,5.678571,6.535714,9.142858,11.107142
30.0,7.841089,7.6,7.2,1.3960496,5.7,6.5666666,9.1,11.166667
32.0,7.838281,7.625,7.25,1.3614373,5.75,6.59375,9.09375,11.15625
34.0,7.879456,7.7058825,7.5588236,1.2784562,5.852941,6.6764708,9.117647,10.882353
36.0,7.869694,7.6944447,7.5277777,1.2621498,5.861111,6.638889,9.055555,10.805555
38.0,7.8671713,7.7105265,7.5526314,1.2290792,5.868421,6.6842103,9.052631,10.763158
40.0,7.8577623,7.7,7.5,1.2085657,5.9,6.675,9.025,10.675
42.0,7.845857,7.6904764,8.0,1.1906183,5.904762,6.714286,8.976191,10.619047
44.0,7.8387275,7.7272725,7.75,1.1682348,5.9545455,6.7045455,8.931818,10.545455
46.0,7.841598,7.7173915,7.347826,1.1514541,5.978261,6.7391305,8.934783,10.565217
48.0,7.838281,7.7083335,7.7291665,1.1356798,5.9583335,6.7708335,8.916667,10.604167
50.0,7.84163,7.68,7.56,1.1244092,5.98,6.76,8.9,10.5
52.0,7.9149423,7.8076925,8.153846,1.0480798,6.1923075,6.8653846,8.884615,10.288462
54.0,7.903111,7.796296,7.611111,1.0298122,6.203704,6.8703704,8.888889,10.314815
56.0,7.8950176,7.785714,7.589286,1.0087471,6.232143,6.892857,8.875,10.196428
58.0,7.889241,7.775862,8.0,0.99631625,6.2413793,6.913793,8.844828,10.172414
60.0,7.8812666,7.766667,7.766667,0.98596233,6.2166667,6.9333334,8.816667,10.166667
62.0,7.8851614,7.806452,7.5,0.9712356,6.2419353,6.935484,8.83871,10.064516
64.0,7.8868437,7.796875,7.75,0.9528132,6.234375,6.9375,8.796875,10.03125
66.0,7.882773,7.8030305,8.166667,0.94143456,6.257576,6.9242425,8.80303,9.939394
68.0,7.879456,7.7941175,7.75,0.9325941,6.279412,6.9411764,8.779411,9.955882
70.0,7.8706713,7.785714,8.3,0.9221721,6.2714286,6.9428573,8.757143,9.914286
72.0,7.869694,7.7777777,7.638889,0.90968066,6.2916665,6.9583335,8.777778,9.916667
74.0,7.868054,7.7972975,7.716216,0.90083176,6.3378377,6.972973,8.743243,9.878378
76.0,7.8671713,7.7894735,7.7894735,0.89433074,6.3421054,6.9736843,8.723684,9.934211
78.0,7.862923,7.769231,7.6666665,0.8879319,6.3717947,6.9871793,8.730769,9.98718
80.0,7.8577623,7.7625,7.825,0.87604946,6.375,7.0125,8.725,9.925
82.0,7.8522196,7.756098,7.5609756,0.86087483,6.390244,7.02439,8.695122,9.841463
84.0,7.845857,7.75,7.6309524,0.855268,6.392857,7.0238094,8.678572,9.833333
86.0,7.8423605,7.744186,7.1511626,0.8454726,6.4069767,7.023256,8.697675,9.790698
88.0,7.8387275,7.7386365,7.6477275,0.8422505,6.431818,7.0227275,8.681818,9.829545
90.0,7.841089,7.7555556,7.766667,0.83365387,6.477778,7.0555553,8.666667,9.811111
92.0,7.841598,7.7608695,7.2065215,0.8257319,6.4565215,7.0652175,8.673913,9.771739
94.0,7.842872,7.744681,7.62766,0.8218834,6.4787235,7.06383,8.648936,9.712766
96.0,7.838281,7.75,7.9479165,0.81520647,6.46875,7.0416665,8.635417,9.697917
98.0,7.8405104,7.765306,8.051021,0.80952156,6.4489794,7.0510206,8.622449,9.632653
100.0,7.84163,7.78,7.55,0.8000935,6.49,7.04,8.64,9.66
