Parent ID,Parent Name,Total Mean Annual Rate,Total 100 Year Prob,Long-Term Fault System Solution Rate
861,Airport Lake,3.9E-4,0.039,6.4634316E-4
667,Almanor 2011 CFM,0.00215,0.196,0.0032080284
219,Anacapa-Dume alt 1,2.1E-4,0.019,2.7066036E-4
197,Anaheim,9.0E-5,0.009,1.5264863E-4
722,Antelope Valley 2011,8.7E-4,0.086,0.0016513178
845,Ash Hill,0.001,0.093,0.0011242339
881,Baker,2.0E-4,0.02,2.971852E-4
668,Bartlett Springs 2011 CFM,0.00231,0.212,0.0032548506
669,Battle Creek 2011 CFM,2.7E-4,0.027,3.1419643E-4
842,Bear River fault zone,8.0E-4,0.08,0.0012404737
581,Bennett Valley 2011 CFM,0.00124,0.117,0.0013300235
158,Bicycle Lake,0.00157,0.143,0.0010238567
741,Big Lagoon - Bald Mtn 2011 CFM,7.9E-4,0.073,9.757346E-4
192,Big Pine (Central),7.3E-4,0.068,7.7102927E-4
191,Big Pine (East),3.7E-4,0.037,5.174529E-4
200,Big Pine (West),2.0E-5,0.002,3.5641617E-5
87,Blackwater,0.0012,0.109,0.0016023546
169,Blue Cut,7.9E-4,0.077,0.0011076577
170,Brawley (Seismic Zone) alt 1,0.01085,0.766,0.013392845
541,Breckenridge 2011,5.0E-5,0.005,5.9955266E-5
882,Bullion Mountains,7.0E-4,0.068,8.568014E-4
94,Burnt Mtn,5.6E-4,0.056,8.178091E-4
561,Butano 2011 CFM,2.6E-4,0.025,4.988888E-4
165,Cady,7.5E-4,0.074,0.0010379759
602,Calaveras (Central) 2011 CFM,0.00525,0.437,0.007856056
601,Calaveras (No) 2011 CFM,0.00179,0.173,0.0025420743
621,Calaveras (So) - Paicines extension 2011 CFM,0.00584,0.47,0.007935263
603,Calaveras (So) 2011 CFM,0.00579,0.487,0.00887066
88,Calico-Hidalgo,0.00145,0.141,0.0021344922
724,Camp Rock 2011,5.7E-4,0.056,8.719521E-4
173,Canada David (Detachment),8.0E-5,0.008,1.708136E-4
176,Carlsbad,2.3E-4,0.021,2.9338954E-4
721,Carson Range (Genoa),0.00144,0.139,0.0021533736
670,Casmalia 2011 CFM,2.4E-4,0.024,2.1761062E-4
34,Cedar Mtn-Mahogany Mtn,0.00101,0.091,0.0014486995
172,Cerro Prieto,0.01209,0.798,0.015186971
129,Channel Islands Thrust,0.0012,0.108,0.0011560944
214,Channel Islands Western Deep Ramp,3.7E-4,0.036,3.141864E-4
238,Chino alt 1,0.00167,0.152,0.002055848
124,Clamshell-Sawpit,1.1E-4,0.011,1.6712814E-4
844,Clayton,3.5E-4,0.035,5.955206E-4
81,Cleghorn,3.3E-4,0.033,4.1360638E-4
884,Cleghorn Lake,7.9E-4,0.075,8.0706173E-4
883,Cleghorn Pass,7.8E-4,0.069,5.4906996E-4
582,Collayami 2011 CFM,9.3E-4,0.091,0.0016240462
184,Compton,2.5E-4,0.025,5.5336126E-4
622,Concord 2011 CFM,0.00232,0.22,0.003020393
626,Contra Costa (Lafayette) 2011 CFM,1.1E-4,0.011,3.4727142E-4
633,Contra Costa Shear Zone (connector) 2011 CFM,4.9E-4,0.048,6.8810565E-4
776,Coronado Bank alt1,0.00307,0.261,0.004669619
157,Coyote Canyon,0.00237,0.196,0.00183098
163,Coyote Lake,0.00113,0.106,0.0010333296
125,Cucamonga,3.7E-4,0.037,6.182335E-4
894,Davis Creek,8.8E-4,0.076,0.0012165429
245,Death Valley (Black Mtns Frontal),5.7E-4,0.056,8.7176583E-4
45,Death Valley (Fish Lake Valley),0.00113,0.11,0.0020205644
46,Death Valley (No),6.0E-4,0.06,0.0010474853
246,Death Valley (So),8.9E-4,0.084,0.001079285
51,Deep Springs,7.5E-4,0.075,0.0010337
230,Del Valle,3.1E-4,0.03,5.591551E-4
889,Dog Valley,3.1E-4,0.031,4.1480028E-4
888,Dry Mountain,1.7E-4,0.017,3.2469787E-4
249,Earthquake Valley,4.7E-4,0.046,0.001013129
255,Earthquake Valley (No  Extension),5.6E-4,0.056,0.0011406206
256,Earthquake Valley (So Extension),8.0E-4,0.078,0.0015755498
671,East Huasna 2011 CFM,1.1E-4,0.011,7.648561E-5
672,Eaton Roughs 2011 CFM,0.00244,0.202,0.0035506086
96,Elmore Ranch,0.00391,0.341,0.0047495617
103,Elsinore (Coyote Mountains),0.0014,0.136,0.0021942228
296,Elsinore (Glen Ivy) rev,0.00597,0.486,0.008455746
102,Elsinore (Julian),2.1E-4,0.021,6.1102665E-4
402,Elsinore (Stepovers Combined),4.3E-4,0.043,0.0011189252
299,Elsinore (Temecula) rev,4.2E-4,0.041,0.001540073
196,Elysian Park (Lower CFM),1.2E-4,0.012,1.135746E-4
146,Elysian Park (Upper),0.00141,0.127,0.0016632719
90,Emerson-Copper Mtn 2011,6.8E-4,0.064,0.0011147654
95,Eureka Peak,0.00119,0.118,0.0016670827
20,Fickle Hill (alt1),1.7E-4,0.016,2.8655992E-4
698,Fish Slough 2011 CFM,1.0E-4,0.01,2.2765521E-4
893,Fitzhugh Creek,2.6E-4,0.024,3.1876215E-4
204,Fontana (Seismicity),2.5E-4,0.025,3.745872E-4
