Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 d Probability,1 d Supra-Seis Prob,Primary Aftershocks Mean
2.5,7.45633,2.0,16.0,6.0,6.0,0.99641,5.7E-4,5.78732
2.6,5.92474,1.0,13.0,5.0,4.0,0.98968,5.7E-4,4.59906
2.7,4.70839,0.0,11.0,4.0,3.0,0.97441,5.7E-4,3.65518
2.8,3.7415,0.0,9.0,3.0,2.0,0.94569,5.7E-4,2.90479
2.9,2.97454,0.0,8.0,2.0,2.0,0.90358,5.7E-4,2.31131
3.0,2.3636,0.0,7.0,2.0,1.0,0.84538,5.7E-4,1.83476
3.1,1.87401,0.0,6.0,1.0,1.0,0.77433,5.7E-4,1.45386
3.2,1.48889,0.0,5.0,1.0,1.0,0.6956,5.7E-4,1.15634
3.3,1.18186,0.0,4.0,1.0,0.0,0.6131,5.7E-4,0.91618
3.4,0.93841,0.0,4.0,1.0,0.0,0.53172,5.7E-4,0.72648
3.5,0.74633,0.0,3.0,0.0,0.0,0.4537,5.7E-4,0.5777
3.6,0.5936,0.0,3.0,0.0,0.0,0.38346,5.7E-4,0.45935
3.7,0.46853,0.0,2.0,0.0,0.0,0.31901,5.7E-4,0.36292
3.8,0.3715,0.0,2.0,0.0,0.0,0.26401,5.7E-4,0.28754
3.9,0.2943,0.0,2.0,0.0,0.0,0.21681,5.7E-4,0.22736
4.0,0.23343,0.0,2.0,0.0,0.0,0.17753,5.7E-4,0.18025
4.1,0.18571,0.0,1.0,0.0,0.0,0.1449,5.7E-4,0.14326
4.2,0.14646,0.0,1.0,0.0,0.0,0.11667,5.7E-4,0.11322
4.3,0.11668,0.0,1.0,0.0,0.0,0.09479,5.7E-4,0.09053
4.4,0.09229,0.0,1.0,0.0,0.0,0.07613,5.7E-4,0.07157
4.5,0.07364,0.0,1.0,0.0,0.0,0.06155,5.7E-4,0.05708
4.6,0.05867,0.0,1.0,0.0,0.0,0.0496,5.7E-4,0.04547
4.7,0.04675,0.0,1.0,0.0,0.0,0.03996,5.7E-4,0.03626
4.8,0.03705,0.0,1.0,0.0,0.0,0.032,5.7E-4,0.02887
4.9,0.0292,0.0,1.0,0.0,0.0,0.02531,5.7E-4,0.02268
5.0,0.02288,0.0,0.0,0.0,0.0,0.02005,5.7E-4,0.01792
5.1,0.01814,0.0,0.0,0.0,0.0,0.01606,5.7E-4,0.01426
5.2,0.01425,0.0,0.0,0.0,0.0,0.01273,5.7E-4,0.01119
5.3,0.01132,0.0,0.0,0.0,0.0,0.0102,5.7E-4,0.00897
5.4,0.00903,0.0,0.0,0.0,0.0,0.00825,5.7E-4,0.00719
5.5,0.00704,0.0,0.0,0.0,0.0,0.00647,5.7E-4,0.0056
5.6,0.00546,0.0,0.0,0.0,0.0,0.0051,5.7E-4,0.00434
5.7,0.00408,0.0,0.0,0.0,0.0,0.00381,5.7E-4,0.00325
5.8,0.00314,0.0,0.0,0.0,0.0,0.00294,5.7E-4,0.00246
5.9,0.00248,0.0,0.0,0.0,0.0,0.00234,5.7E-4,0.00194
6.0,0.00197,0.0,0.0,0.0,0.0,0.00186,5.7E-4,0.00154
6.1,0.00133,0.0,0.0,0.0,0.0,0.00125,4.6E-4,0.00102
6.2,9.1E-4,0.0,0.0,0.0,0.0,8.6E-4,3.8E-4,7.3E-4
6.3,6.0E-4,0.0,0.0,0.0,0.0,5.8E-4,2.6E-4,4.8E-4
6.4,4.5E-4,0.0,0.0,0.0,0.0,4.3E-4,2.3E-4,3.7E-4
6.5,2.8E-4,0.0,0.0,0.0,0.0,2.6E-4,1.7E-4,2.0E-4
6.6,2.2E-4,0.0,0.0,0.0,0.0,2.1E-4,1.6E-4,1.6E-4
6.7,1.6E-4,0.0,0.0,0.0,0.0,1.5E-4,1.4E-4,1.2E-4
6.8,1.2E-4,0.0,0.0,0.0,0.0,1.1E-4,1.1E-4,8.0E-5
6.9,1.0E-4,0.0,0.0,0.0,0.0,9.0E-5,9.0E-5,7.0E-5
7.0,9.0E-5,0.0,0.0,0.0,0.0,9.0E-5,9.0E-5,7.0E-5
7.1,8.0E-5,0.0,0.0,0.0,0.0,8.0E-5,8.0E-5,6.0E-5
7.2,6.0E-5,0.0,0.0,0.0,0.0,6.0E-5,6.0E-5,4.0E-5
7.3,4.0E-5,0.0,0.0,0.0,0.0,4.0E-5,4.0E-5,2.0E-5
7.4,4.0E-5,0.0,0.0,0.0,0.0,4.0E-5,4.0E-5,2.0E-5
7.5,4.0E-5,0.0,0.0,0.0,0.0,4.0E-5,4.0E-5,2.0E-5
7.6,3.0E-5,0.0,0.0,0.0,0.0,3.0E-5,3.0E-5,1.0E-5
7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
