Parent ID,Parent Name,Triggered 10 Year Mean Count,Triggered 1 Day Prob,Triggered 1 Week Prob,Triggered 1 Month Prob,Triggered 1 Year Prob,Triggered 10 Year Prob,Triggered 10 Year Primary Mean Count
861,Airport Lake,0.01905126,8.631639E-5,7.02862E-4,0.0027128006,0.010370297,0.019038929,0.01244189
667,Almanor 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,Anacapa-Dume alt 1,1.2330913E-5,0.0,0.0,0.0,1.2330913E-5,1.2330913E-5,0.0
197,Anaheim,0.0,0.0,0.0,0.0,0.0,0.0,0.0
722,Antelope Valley 2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845,Ash Hill,0.0066710236,1.2330913E-5,1.8496369E-4,7.275238E-4,0.002959419,0.0063874125,0.002096255
881,Baker,1.2330912E-4,0.0,0.0,0.0,1.2330913E-5,1.2330912E-4,2.4661826E-5
668,Bartlett Springs 2011 CFM,1.2330913E-5,0.0,0.0,0.0,0.0,1.2330913E-5,0.0
669,Battle Creek 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842,Bear River fault zone,0.0,0.0,0.0,0.0,0.0,0.0,0.0
581,Bennett Valley 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,Bicycle Lake,7.5218565E-4,0.0,1.2330913E-5,3.6992737E-5,2.5894915E-4,7.5218565E-4,8.631639E-5
741,Big Lagoon - Bald Mtn 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,Big Pine (Central),2.4661826E-5,0.0,0.0,0.0,0.0,2.4661826E-5,1.2330913E-5
191,Big Pine (East),1.2330913E-5,0.0,0.0,0.0,0.0,1.2330913E-5,0.0
200,Big Pine (West),0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Blackwater,0.004661085,0.0,7.398547E-5,4.069201E-4,0.0019359533,0.004377474,0.0012330912
169,Blue Cut,6.165456E-5,0.0,0.0,1.2330913E-5,1.2330913E-5,6.165456E-5,4.932365E-5
170,Brawley (Seismic Zone) alt 1,4.932365E-5,0.0,1.2330913E-5,1.2330913E-5,3.6992737E-5,4.932365E-5,1.2330913E-5
541,Breckenridge 2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0
882,Bullion Mountains,2.4661826E-5,0.0,0.0,1.2330913E-5,1.2330913E-5,2.4661826E-5,1.2330913E-5
94,Burnt Mtn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
561,Butano 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,Cady,1.4797095E-4,0.0,0.0,0.0,3.6992737E-5,1.3564003E-4,1.2330913E-5
602,Calaveras (Central) 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
601,Calaveras (No) 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
621,Calaveras (So) - Paicines extension 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
603,Calaveras (So) 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,Calico-Hidalgo,8.631639E-5,0.0,0.0,1.2330913E-5,4.932365E-5,8.631639E-5,0.0
724,Camp Rock 2011,4.932365E-5,0.0,0.0,0.0,0.0,4.932365E-5,0.0
173,Canada David (Detachment),0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,Carlsbad,0.0,0.0,0.0,0.0,0.0,0.0,0.0
721,Carson Range (Genoa),0.0,0.0,0.0,0.0,0.0,0.0,0.0
670,Casmalia 2011 CFM,1.2330913E-5,0.0,0.0,0.0,0.0,1.2330913E-5,0.0
34,Cedar Mtn-Mahogany Mtn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,Cerro Prieto,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,Channel Islands Thrust,7.398547E-5,0.0,0.0,0.0,4.932365E-5,7.398547E-5,1.2330913E-5
214,Channel Islands Western Deep Ramp,1.2330913E-5,0.0,0.0,0.0,1.2330913E-5,1.2330913E-5,0.0
238,Chino alt 1,4.932365E-5,0.0,0.0,1.2330913E-5,2.4661826E-5,4.932365E-5,2.4661826E-5
124,Clamshell-Sawpit,1.2330913E-5,0.0,0.0,0.0,1.2330913E-5,1.2330913E-5,1.2330913E-5
844,Clayton,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,Cleghorn,2.4661826E-5,0.0,0.0,0.0,1.2330913E-5,2.4661826E-5,0.0
884,Cleghorn Lake,6.165456E-5,0.0,0.0,2.4661826E-5,3.6992737E-5,6.165456E-5,1.2330913E-5
883,Cleghorn Pass,6.165456E-5,0.0,0.0,1.2330913E-5,1.2330913E-5,4.932365E-5,1.2330913E-5
582,Collayami 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,Compton,1.2330913E-5,0.0,0.0,0.0,1.2330913E-5,1.2330913E-5,1.2330913E-5
622,Concord 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
626,Contra Costa (Lafayette) 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
633,Contra Costa Shear Zone (connector) 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
776,Coronado Bank alt1,1.2330913E-5,0.0,0.0,0.0,1.2330913E-5,1.2330913E-5,0.0
157,Coyote Canyon,0.0017756514,0.0,2.4661826E-5,1.1097821E-4,5.918838E-4,0.0015043713,1.7263278E-4
163,Coyote Lake,3.2060372E-4,0.0,0.0,1.2330913E-5,1.1097821E-4,3.2060372E-4,1.2330913E-5
125,Cucamonga,3.6992737E-5,0.0,0.0,0.0,1.2330913E-5,3.6992737E-5,1.2330913E-5
894,Davis Creek,1.2330913E-5,0.0,0.0,1.2330913E-5,1.2330913E-5,1.2330913E-5,1.2330913E-5
245,Death Valley (Black Mtns Frontal),3.945892E-4,0.0,1.2330913E-5,2.4661826E-5,1.972946E-4,3.945892E-4,6.165456E-5
45,Death Valley (Fish Lake Valley),1.2330912E-4,0.0,0.0,1.2330913E-5,7.398547E-5,1.2330912E-4,1.2330913E-5
46,Death Valley (No),1.8496369E-4,0.0,0.0,1.2330913E-5,9.86473E-5,1.8496369E-4,2.4661826E-5
246,Death Valley (So),0.0013687313,0.0,3.6992737E-5,7.398547E-5,5.918838E-4,0.0013687313,1.1097821E-4
51,Deep Springs,1.2330913E-5,0.0,0.0,0.0,1.2330913E-5,1.2330913E-5,1.2330913E-5
230,Del Valle,0.0,0.0,0.0,0.0,0.0,0.0,0.0
889,Dog Valley,0.0,0.0,0.0,0.0,0.0,0.0,0.0
888,Dry Mountain,2.4661826E-5,0.0,0.0,0.0,1.2330913E-5,2.4661826E-5,2.4661826E-5
249,Earthquake Valley,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,Earthquake Valley (No  Extension),1.2330913E-5,0.0,0.0,0.0,0.0,1.2330913E-5,0.0
256,Earthquake Valley (So Extension),0.0,0.0,0.0,0.0,0.0,0.0,0.0
671,East Huasna 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
672,Eaton Roughs 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,Elmore Ranch,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,Elsinore (Coyote Mountains),1.2330913E-5,0.0,0.0,0.0,0.0,1.2330913E-5,0.0
296,Elsinore (Glen Ivy) rev,2.3428733E-4,0.0,0.0,2.4661826E-5,9.86473E-5,1.8496369E-4,2.4661826E-5
102,Elsinore (Julian),0.0,0.0,0.0,0.0,0.0,0.0,0.0
402,Elsinore (Stepovers Combined),0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,Elsinore (Temecula) rev,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,Elysian Park (Lower CFM),0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,Elysian Park (Upper),6.165456E-5,0.0,0.0,0.0,2.4661826E-5,4.932365E-5,1.2330913E-5
90,Emerson-Copper Mtn 2011,2.4661826E-5,0.0,0.0,0.0,0.0,2.4661826E-5,0.0
95,Eureka Peak,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Fickle Hill (alt1),0.0,0.0,0.0,0.0,0.0,0.0,0.0
698,Fish Slough 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
893,Fitzhugh Creek,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,Fontana (Seismicity),0.0,0.0,0.0,0.0,0.0,0.0,0.0
634,Franklin 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699,Garberville - Briceland 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,Garlic Springs,5.918838E-4,0.0,0.0,0.0,1.7263278E-4,5.5489107E-4,3.6992737E-5
341,Garlock (Central),0.053306535,2.7128006E-4,0.0020469315,0.0068066637,0.026523793,0.05176517,0.028952982
48,Garlock (East),0.011270454,2.4661826E-5,2.5894915E-4,0.001122113,0.004759732,0.010185334,0.003230699
49,Garlock (West),0.0035636337,0.0,1.2330912E-4,5.425601E-4,0.001824975,0.0035513027,0.0018619677
700,Gillem - Big Crack 2011 CFM,1.2330913E-5,0.0,0.0,0.0,1.2330913E-5,1.2330913E-5,0.0
160,Goldstone Lake,0.0027497935,0.0,6.165456E-5,1.7263278E-4,9.988039E-4,0.002527837,2.4661823E-4
701,Goose Lake 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,Gravel Hills-Harper Lk,0.0027251316,1.2330913E-5,8.631639E-5,2.959419E-4,0.0012577531,0.0026018226,6.4120744E-4
131,Great Valley 01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,Great Valley 02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,Great Valley 03 Mysterious Ridge,1.2330913E-5,0.0,0.0,0.0,0.0,1.2330913E-5,0.0
383,Great Valley 03a Dunnigan Hills,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,Great Valley 04a Trout Creek,1.2330913E-5,0.0,0.0,0.0,0.0,1.2330913E-5,0.0
381,Great Valley 04b Gordon Valley,1.2330913E-5,0.0,0.0,0.0,0.0,1.2330913E-5,0.0
717,Great Valley 05 Pittsburg - Kirby Hills alt1,1.2330913E-5,0.0,0.0,0.0,0.0,1.2330913E-5,0.0
645,Great Valley 06 (Midland) 2011 CFM alt1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,Great Valley 07 (Orestimba),1.2330913E-5,0.0,0.0,0.0,1.2330913E-5,1.2330913E-5,0.0
137,Great Valley 08 (Quinto),1.2330913E-5,0.0,0.0,0.0,0.0,1.2330913E-5,1.2330913E-5
151,Great Valley 09 (Laguna Seca),2.4661826E-5,0.0,0.0,0.0,1.2330913E-5,2.4661826E-5,0.0
138,Great Valley 10 (Panoche),0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,Great Valley 11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,Great Valley 12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,Great Valley 13 (Coalinga),0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,Great Valley 14 (Kettleman Hills),0.0,0.0,0.0,0.0,0.0,0.0,0.0
623,Green Valley 2011 CFM,1.2330913E-5,0.0,0.0,0.0,1.2330913E-5,1.2330913E-5,1.2330913E-5
636,Greenville (No) 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
635,Greenville (So) 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
702,Hartley Springs 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,Hat Creek-McArthur-Mayfield,1.2330913E-5,0.0,0.0,0.0,0.0,1.2330913E-5,0.0
639,Hayward (No) 2011 CFM,1.2330913E-5,0.0,0.0,0.0,1.2330913E-5,1.2330913E-5,1.2330913E-5
638,Hayward (So) 2011 CFM,1.2330913E-5,0.0,0.0,0.0,1.2330913E-5,1.2330913E-5,0.0
637,Hayward (So) extension 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,Hector Mine,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,Helendale-So Lockhart,3.5759647E-4,0.0,0.0,2.4661826E-5,1.4797095E-4,3.5759647E-4,3.6992737E-5
703,Hilton Creek 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,Hollywood,3.6992737E-5,0.0,0.0,0.0,0.0,3.6992737E-5,0.0
228,Holser alt 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
723,Homestead Valley 2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0
704,Honey Lake 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Hosgri,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,Hosgri (Extension),1.2330913E-5,0.0,0.0,0.0,1.2330913E-5,1.2330913E-5,0.0
50,Hunter Mountain-Saline Valley,0.0057955286,6.165456E-5,2.2195642E-4,7.3985476E-4,0.0028854334,0.0056968816,0.0023675351
677,Hunting Creek - Bartlett Springs connector 2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0
640,Hunting Creek - Berryessa 2011 CFM,2.4661826E-5,0.0,0.0,0.0,0.0,2.4661826E-5,0.0
97,Imperial,4.932365E-5,0.0,1.2330913E-5,1.2330913E-5,3.6992737E-5,4.932365E-5,1.2330913E-5
678,Incline Village 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,Independence rev 2011,7.398547E-5,0.0,0.0,1.2330913E-5,4.932365E-5,7.398547E-5,4.932365E-5
892,Jess Valley,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,Johnson Valley (No) 2011 rev,1.2330913E-5,0.0,0.0,0.0,0.0,1.2330913E-5,0.0
168,Joshua Tree (Seismicity),0.0,0.0,0.0,0.0,0.0,0.0,0.0
679,Keddie Ridge 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
542,Kern Canyon (Lake Isabella) 2011,2.4661826E-5,0.0,0.0,0.0,1.2330913E-5,2.4661826E-5,0.0
544,Kern Canyon (North Kern) 2011,4.932365E-5,0.0,0.0,0.0,1.2330913E-5,4.932365E-5,2.4661826E-5
543,Kern Canyon (South Kern) 2011,1.2330913E-5,0.0,0.0,0.0,0.0,1.2330913E-5,0.0
92,Kickapoo,0.0,0.0,0.0,0.0,0.0,0.0,0.0
680,King Range 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
641,La Panza 2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,Laguna Salada,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,Lake Isabella (Seismicity),7.398547E-5,0.0,0.0,1.2330913E-5,2.4661826E-5,6.165456E-5,2.4661826E-5
642,Las Positas,0.0,0.0,0.0,0.0,0.0,0.0,0.0
890,Last Chance,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,Lenwood-Lockhart-Old Woman Springs,0.0013933931,0.0,2.4661826E-5,1.3564003E-4,5.5489107E-4,0.0013194076,3.3293464E-4
705,Likely 2011 CFM,1.2330913E-5,0.0,0.0,0.0,1.2330913E-5,1.2330913E-5,0.0
681,Lions Head 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,Little Lake,0.023749337,9.86473E-5,6.4120744E-4,0.00297175,0.012232265,0.023305424,0.013440695
16,Little Salmon (Offshore),0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Little Salmon (Onshore),0.0,0.0,0.0,0.0,0.0,0.0,0.0
683,Los Alamos 2011 CFM,1.2330913E-5,0.0,0.0,0.0,0.0,1.2330913E-5,0.0
780,Los Alamos extension,1.2330913E-5,0.0,0.0,0.0,0.0,1.2330913E-5,0.0
643,Los Medanos - Roe Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,Los Osos 2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,Lost Hills,2.4661826E-5,0.0,0.0,1.2330913E-5,1.2330913E-5,2.4661826E-5,1.2330913E-5
166,Ludlow,1.1097821E-4,0.0,0.0,3.6992737E-5,1.1097821E-4,1.1097821E-4,1.2330913E-5
644,Maacama 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Mad River (alt1),0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,Malibu Coast (Extension) alt 1,2.4661826E-5,0.0,0.0,0.0,1.2330913E-5,2.4661826E-5,0.0
220,Malibu Coast alt 1,2.4661826E-5,0.0,0.0,0.0,1.2330913E-5,2.4661826E-5,0.0
164,Manix-Afton Hills,1.7263278E-4,0.0,0.0,0.0,7.398547E-5,1.6030186E-4,3.6992737E-5
21,McKinleyville (alt1),0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,McLean Lake,0.0030334045,1.2330913E-5,4.932365E-5,2.3428733E-4,0.0011467749,0.0029100953,1.7263278E-4
