Duration (years),Mean,Median,Mode,Std. Dev.,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
1.0,7.797442,6.0,5.0,12.929882,1.0,3.0,11.0,25.0
4.0,7.797442,6.5,5.75,7.474905,3.0,4.5,10.0,21.25
8.0,7.799004,6.625,6.0,5.5915904,3.75,5.0,9.75,19.125
12.0,7.798183,6.75,5.75,4.7345185,4.1666665,5.25,9.666667,17.916666
16.0,7.799004,6.875,6.1875,4.1871157,4.4375,5.375,9.625,16.9375
20.0,7.797442,6.95,6.05,3.7920523,4.6,5.55,9.55,16.35
24.0,7.8006043,7.0416665,6.1666665,3.507891,4.75,5.6666665,9.5,15.666667
28.0,7.802504,7.071429,6.357143,3.2852318,4.857143,5.75,9.5,15.142858
32.0,7.8006043,7.125,6.40625,3.1120865,4.9375,5.8125,9.40625,14.75
36.0,7.81278,7.1666665,6.611111,2.9323785,5.0277777,5.888889,9.416667,14.472222
40.0,7.8006043,7.175,6.975,2.7915776,5.125,5.95,9.35,13.975
44.0,7.799345,7.2272725,6.8636365,2.7032757,5.181818,6.0,9.318182,13.727273
48.0,7.8006043,7.25,6.4583335,2.5751708,5.2291665,6.0416665,9.3125,13.479167
52.0,7.81278,7.269231,6.7115383,2.515427,5.269231,6.1153846,9.25,13.365385
56.0,7.8188324,7.303571,6.357143,2.4300609,5.357143,6.142857,9.321428,13.125
60.0,7.8006043,7.3166666,6.9,2.3077004,5.366667,6.1833334,9.216666,13.0
64.0,7.8188324,7.34375,6.546875,2.2910483,5.421875,6.203125,9.234375,12.859375
68.0,7.802504,7.352941,7.132353,2.1848805,5.470588,6.220588,9.161765,12.617647
72.0,7.8255324,7.375,6.9305553,2.1396825,5.5,6.2777777,9.194445,12.555555
76.0,7.8139606,7.381579,6.881579,2.082384,5.5526314,6.3157897,9.131579,12.486842
80.0,7.8006043,7.3875,6.9375,2.014518,5.575,6.325,9.0875,12.4125
84.0,7.828226,7.404762,7.2619047,2.0037022,5.607143,6.357143,9.142858,12.25
88.0,7.8236704,7.443182,7.7386365,1.9614058,5.659091,6.409091,9.102273,12.170455
92.0,7.816326,7.423913,6.7608695,1.9047741,5.652174,6.423913,9.054348,12.021739
96.0,7.8006043,7.4166665,7.0833335,1.857444,5.6979165,6.4166665,9.03125,11.927083
100.0,7.797442,7.44,7.01,1.8322955,5.71,6.43,9.01,11.98
200.0,7.8367076,7.6,7.23,1.3477918,6.18,6.795,8.79,10.96
300.0,7.8682666,7.67,7.383333,1.0988321,6.4133334,6.95,8.696667,10.293333
400.0,7.8367076,7.6775,7.4675,0.96126866,6.55,7.035,8.58,9.72
500.0,7.797442,7.676,7.178,0.8642481,6.59,7.054,8.464,9.608
