Parent ID,Parent Name,Total Mean Annual Rate,Total 500 Year Prob,Long-Term Fault System Solution Rate
861,Airport Lake,2.88E-4,0.139,6.4634316E-4
667,Almanor 2011 CFM,0.001952,0.677,0.0032080284
219,Anacapa-Dume alt 1,1.46E-4,0.07,2.7066036E-4
197,Anaheim,8.4E-5,0.042,1.5264863E-4
722,Antelope Valley 2011,7.74E-4,0.354,0.0016513178
845,Ash Hill,9.02E-4,0.375,0.0011242339
881,Baker,1.72E-4,0.085,2.971852E-4
668,Bartlett Springs 2011 CFM,0.002032,0.703,0.0032548506
669,Battle Creek 2011 CFM,1.24E-4,0.062,3.1419643E-4
842,Bear River fault zone,6.68E-4,0.311,0.0012404737
581,Bennett Valley 2011 CFM,0.001046,0.454,0.0013300235
158,Bicycle Lake,9.66E-4,0.406,0.0010238567
741,Big Lagoon - Bald Mtn 2011 CFM,6.74E-4,0.292,9.757346E-4
192,Big Pine (Central),6.34E-4,0.28,7.7102927E-4
191,Big Pine (East),5.52E-4,0.261,5.174529E-4
200,Big Pine (West),3.2E-5,0.016,3.5641617E-5
87,Blackwater,0.001028,0.419,0.0016023546
169,Blue Cut,8.12E-4,0.356,0.0011076577
170,Brawley (Seismic Zone) alt 1,0.011074,1.0,0.013392845
541,Breckenridge 2011,1.8E-5,0.009,5.9955266E-5
882,Bullion Mountains,5.58E-4,0.259,8.568014E-4
94,Burnt Mtn,3.5E-4,0.174,8.178091E-4
561,Butano 2011 CFM,5.04E-4,0.231,4.988888E-4
165,Cady,7.32E-4,0.328,0.0010379759
602,Calaveras (Central) 2011 CFM,0.00646,0.981,0.007856056
601,Calaveras (No) 2011 CFM,0.002126,0.752,0.0025420743
621,Calaveras (So) - Paicines extension 2011 CFM,0.0066,0.98,0.007935263
603,Calaveras (So) 2011 CFM,0.006886,0.992,0.00887066
88,Calico-Hidalgo,0.001362,0.54,0.0021344922
724,Camp Rock 2011,1.42E-4,0.07,8.719521E-4
173,Canada David (Detachment),8.4E-5,0.042,1.708136E-4
176,Carlsbad,1.46E-4,0.072,2.9338954E-4
721,Carson Range (Genoa),0.001104,0.471,0.0021533736
670,Casmalia 2011 CFM,1.74E-4,0.085,2.1761062E-4
34,Cedar Mtn-Mahogany Mtn,8.72E-4,0.337,0.0014486995
172,Cerro Prieto,0.013446,1.0,0.015186971
129,Channel Islands Thrust,9.54E-4,0.383,0.0011560944
214,Channel Islands Western Deep Ramp,2.92E-4,0.135,3.141864E-4
238,Chino alt 1,0.001688,0.615,0.002055848
124,Clamshell-Sawpit,1.12E-4,0.055,1.6712814E-4
844,Clayton,3.48E-4,0.17,5.955206E-4
81,Cleghorn,3.78E-4,0.176,4.1360638E-4
884,Cleghorn Lake,7.22E-4,0.32,8.0706173E-4
883,Cleghorn Pass,6.76E-4,0.279,5.4906996E-4
582,Collayami 2011 CFM,7.72E-4,0.352,0.0016240462
184,Compton,2.72E-4,0.128,5.5336126E-4
622,Concord 2011 CFM,0.002322,0.777,0.003020393
626,Contra Costa (Lafayette) 2011 CFM,2.24E-4,0.109,3.4727142E-4
633,Contra Costa Shear Zone (connector) 2011 CFM,5.48E-4,0.254,6.8810565E-4
776,Coronado Bank alt1,0.002926,0.802,0.004669619
157,Coyote Canyon,0.001564,0.545,0.00183098
163,Coyote Lake,7.34E-4,0.327,0.0010333296
125,Cucamonga,3.94E-4,0.189,6.182335E-4
894,Davis Creek,7.78E-4,0.306,0.0012165429
245,Death Valley (Black Mtns Frontal),4.06E-4,0.197,8.7176583E-4
45,Death Valley (Fish Lake Valley),0.001008,0.434,0.0020205644
46,Death Valley (No),4.52E-4,0.219,0.0010474853
246,Death Valley (So),8.04E-4,0.361,0.001079285
51,Deep Springs,6.14E-4,0.294,0.0010337
230,Del Valle,2.64E-4,0.132,5.591551E-4
889,Dog Valley,1.86E-4,0.093,4.1480028E-4
888,Dry Mountain,1.66E-4,0.082,3.2469787E-4
249,Earthquake Valley,5.46E-4,0.26,0.001013129
255,Earthquake Valley (No  Extension),6.34E-4,0.299,0.0011406206
256,Earthquake Valley (So Extension),8.76E-4,0.401,0.0015755498
671,East Huasna 2011 CFM,6.8E-5,0.032,7.648561E-5
672,Eaton Roughs 2011 CFM,0.002622,0.747,0.0035506086
96,Elmore Ranch,0.003448,0.896,0.0047495617
103,Elsinore (Coyote Mountains),0.001148,0.47,0.0021942228
296,Elsinore (Glen Ivy) rev,0.007882,0.993,0.008455746
102,Elsinore (Julian),2.88E-4,0.142,6.1102665E-4
402,Elsinore (Stepovers Combined),6.78E-4,0.316,0.0011189252
299,Elsinore (Temecula) rev,8.48E-4,0.387,0.001540073
196,Elysian Park (Lower CFM),6.6E-5,0.033,1.135746E-4
146,Elysian Park (Upper),0.001166,0.475,0.0016632719
90,Emerson-Copper Mtn 2011,3.82E-4,0.185,0.0011147654
95,Eureka Peak,7.14E-4,0.34,0.0016670827
20,Fickle Hill (alt1),2.08E-4,0.102,2.8655992E-4
698,Fish Slough 2011 CFM,1.1E-4,0.054,2.2765521E-4
893,Fitzhugh Creek,2.36E-4,0.101,3.1876215E-4
204,Fontana (Seismicity),2.1E-4,0.104,3.745872E-4
634,Franklin 2011 CFM,7.4E-4,0.333,9.630176E-4
699,Garberville - Briceland 2011 CFM,0.001708,0.635,0.0025254672
159,Garlic Springs,7.74E-4,0.35,8.745211E-4
341,Garlock (Central),0.002294,0.785,0.0028767434
48,Garlock (East),0.002474,0.777,0.0023529157
49,Garlock (West),9.38E-4,0.424,0.0013139631
700,Gillem - Big Crack 2011 CFM,7.52E-4,0.288,0.0011462987
160,Goldstone Lake,0.0013,0.515,0.001393892
701,Goose Lake 2011 CFM,1.56E-4,0.071,1.9728589E-4
86,Gravel Hills-Harper Lk,0.001036,0.42,0.0016008405
131,Great Valley 01,8.6E-5,0.04,1.7426879E-4
133,Great Valley 02,8.6E-5,0.042,1.3342313E-4
132,Great Valley 03 Mysterious Ridge,0.00115,0.467,0.0016270807
383,Great Valley 03a Dunnigan Hills,9.5E-4,0.37,0.001211987
134,Great Valley 04a Trout Creek,5.06E-4,0.238,7.35125E-4
381,Great Valley 04b Gordon Valley,8.26E-4,0.375,0.0011052173
717,Great Valley 05 Pittsburg - Kirby Hills alt1,0.001496,0.567,0.0021848732
645,Great Valley 06 (Midland) 2011 CFM alt1,5.12E-4,0.231,6.633256E-4
136,Great Valley 07 (Orestimba),0.00136,0.528,0.0018833199
137,Great Valley 08 (Quinto),5.4E-4,0.261,4.0374356E-4
151,Great Valley 09 (Laguna Seca),0.002202,0.71,0.0032257603
138,Great Valley 10 (Panoche),4.3E-4,0.207,8.481573E-4
139,Great Valley 11,7.34E-4,0.329,0.0014662166
140,Great Valley 12,1.88E-4,0.093,4.768042E-4
142,Great Valley 13 (Coalinga),6.6E-5,0.033,6.558958E-4
141,Great Valley 14 (Kettleman Hills),9.0E-5,0.045,3.2380995E-4
623,Green Valley 2011 CFM,0.004396,0.947,0.0052470155
636,Greenville (No) 2011 CFM,0.001232,0.517,0.0019526663
635,Greenville (So) 2011 CFM,0.001272,0.527,0.0022331304
702,Hartley Springs 2011 CFM,4.04E-4,0.2,7.4889406E-4
37,Hat Creek-McArthur-Mayfield,0.001186,0.458,0.0020702034
