Duration (years),Mean,Median,Mode,Std. Dev.,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
1.0,6.817766,5.0,4.0,7.168906,1.0,3.0,10.0,22.0
4.0,6.817766,6.0,5.0,4.0265365,2.75,4.0,9.0,17.5
8.0,6.8165526,6.125,5.625,2.9868937,3.375,4.5,8.75,15.0
12.0,6.8147335,6.25,5.3333335,2.4911358,3.8333333,4.8333335,8.666667,13.583333
16.0,6.8165526,6.3125,5.625,2.1894295,4.0625,5.0,8.5625,12.6875
20.0,6.817766,6.4,5.8,1.9814765,4.2,5.1,8.5,12.0
24.0,6.814321,6.4166665,6.0416665,1.8246859,4.3333335,5.2083335,8.375,11.541667
28.0,6.813319,6.464286,5.964286,1.6911737,4.464286,5.321429,8.285714,11.107142
32.0,6.814321,6.53125,5.96875,1.586485,4.53125,5.375,8.25,10.75
36.0,6.8129444,6.5277777,6.25,1.5020521,4.638889,5.4444447,8.166667,10.527778
40.0,6.814321,6.575,5.9,1.4221029,4.7,5.475,8.15,10.3
44.0,6.81556,6.590909,6.1363635,1.3696718,4.7727275,5.5454545,8.090909,10.136364
48.0,6.814321,6.6041665,5.7916665,1.2999934,4.8333335,5.6041665,8.041667,9.916667
52.0,6.8129444,6.6153846,6.1923075,1.252645,4.8846154,5.6346154,8.019231,9.846154
56.0,6.807739,6.625,6.375,1.1964703,4.928571,5.678571,7.964286,9.607142
60.0,6.814321,6.6666665,6.7166667,1.1558087,5.016667,5.7,7.9333334,9.466666
64.0,6.807739,6.671875,6.078125,1.1156691,5.046875,5.734375,7.890625,9.375
68.0,6.813319,6.6764708,6.9558825,1.0810392,5.0735292,5.7647057,7.867647,9.279411
72.0,6.8042154,6.6666665,6.3194447,1.0576882,5.125,5.7777777,7.8333335,9.208333
76.0,6.810897,6.6842103,6.644737,1.0188969,5.1578946,5.8157897,7.8289475,9.157895
80.0,6.814321,6.725,6.5125,0.9823085,5.175,5.85,7.775,8.9875
84.0,6.8038573,6.6904764,6.345238,0.9667525,5.2380953,5.8690476,7.7380953,9.0
88.0,6.8069158,6.7045455,6.806818,0.9476465,5.2727275,5.8863635,7.7386365,8.897727
92.0,6.8112063,6.7065215,6.5326085,0.9233396,5.2826085,5.9130435,7.728261,8.815217
96.0,6.814321,6.7291665,6.6145835,0.89625865,5.3125,5.9166665,7.6979165,8.739583
100.0,6.817766,6.75,6.87,0.8755723,5.32,5.94,7.67,8.74
200.0,6.7958627,6.75,6.64,0.5883257,5.745,6.23,7.385,8.045
300.0,6.760627,6.7266665,6.6966667,0.45484754,5.95,6.3133335,7.2066665,7.7766666
400.0,6.7958627,6.7775,6.5325,0.3911166,6.105,6.3875,7.18,7.66
500.0,6.817766,6.814,6.942,0.33957863,6.21,6.472,7.166,7.532
