Parent ID,Parent Name,Total Mean Annual Rate,Total 500 Year Prob
861,Airport Lake,2.56E-4,0.125
667,Almanor 2011 CFM,0.001574,0.576
219,Anacapa-Dume alt 1,1.3E-4,0.064
197,Anaheim,6.8E-5,0.034
722,Antelope Valley 2011,6.86E-4,0.317
845,Ash Hill,7.48E-4,0.33
881,Baker,1.6E-4,0.079
668,Bartlett Springs 2011 CFM,0.001632,0.592
669,Battle Creek 2011 CFM,1.14E-4,0.057
842,Bear River fault zone,5.76E-4,0.268
581,Bennett Valley 2011 CFM,9.08E-4,0.404
158,Bicycle Lake,8.44E-4,0.379
741,Big Lagoon - Bald Mtn 2011 CFM,6.16E-4,0.27
192,Big Pine (Central),5.68E-4,0.253
191,Big Pine (East),4.4E-4,0.211
200,Big Pine (West),8.0E-6,0.004
87,Blackwater,8.18E-4,0.339
169,Blue Cut,7.18E-4,0.328
170,Brawley (Seismic Zone) alt 1,0.009552,0.999
541,Breckenridge 2011,1.2E-5,0.006
882,Bullion Mountains,4.36E-4,0.207
94,Burnt Mtn,4.14E-4,0.207
561,Butano 2011 CFM,4.44E-4,0.204
165,Cady,6.24E-4,0.284
602,Calaveras (Central) 2011 CFM,0.00512,0.944
601,Calaveras (No) 2011 CFM,0.00167,0.639
621,Calaveras (So) - Paicines extension 2011 CFM,0.005366,0.942
603,Calaveras (So) 2011 CFM,0.005286,0.934
88,Calico-Hidalgo,0.001034,0.411
724,Camp Rock 2011,3.7E-4,0.173
173,Canada David (Detachment),7.2E-5,0.036
176,Carlsbad,1.72E-4,0.084
721,Carson Range (Genoa),9.58E-4,0.406
670,Casmalia 2011 CFM,1.32E-4,0.065
34,Cedar Mtn-Mahogany Mtn,8.44E-4,0.328
172,Cerro Prieto,0.011834,0.999
129,Channel Islands Thrust,8.74E-4,0.372
214,Channel Islands Western Deep Ramp,2.62E-4,0.123
238,Chino alt 1,0.001426,0.549
124,Clamshell-Sawpit,1.12E-4,0.055
844,Clayton,2.84E-4,0.14
81,Cleghorn,3.0E-4,0.144
884,Cleghorn Lake,6.54E-4,0.281
883,Cleghorn Pass,6.74E-4,0.287
582,Collayami 2011 CFM,6.02E-4,0.274
184,Compton,2.16E-4,0.104
622,Concord 2011 CFM,0.001816,0.663
626,Contra Costa (Lafayette) 2011 CFM,1.76E-4,0.086
633,Contra Costa Shear Zone (connector) 2011 CFM,4.04E-4,0.199
776,Coronado Bank alt1,0.002368,0.72
157,Coyote Canyon,0.001442,0.52
163,Coyote Lake,6.02E-4,0.273
125,Cucamonga,2.92E-4,0.142
894,Davis Creek,7.02E-4,0.265
245,Death Valley (Black Mtns Frontal),3.82E-4,0.184
45,Death Valley (Fish Lake Valley),8.1E-4,0.355
46,Death Valley (No),4.44E-4,0.217
246,Death Valley (So),7.56E-4,0.339
51,Deep Springs,5.14E-4,0.252
230,Del Valle,2.52E-4,0.123
889,Dog Valley,1.46E-4,0.073
888,Dry Mountain,1.52E-4,0.075
249,Earthquake Valley,4.12E-4,0.2
255,Earthquake Valley (No  Extension),5.04E-4,0.241
256,Earthquake Valley (So Extension),7.02E-4,0.326
671,East Huasna 2011 CFM,5.4E-5,0.026
672,Eaton Roughs 2011 CFM,0.0021,0.653
96,Elmore Ranch,0.002742,0.778
103,Elsinore (Coyote Mountains),9.72E-4,0.416
296,Elsinore (Glen Ivy) rev,0.006682,0.967
102,Elsinore (Julian),2.14E-4,0.106
402,Elsinore (Stepovers Combined),4.6E-4,0.218
299,Elsinore (Temecula) rev,5.34E-4,0.248
196,Elysian Park (Lower CFM),7.0E-5,0.035
146,Elysian Park (Upper),0.001026,0.418
90,Emerson-Copper Mtn 2011,5.32E-4,0.248
95,Eureka Peak,7.82E-4,0.368
20,Fickle Hill (alt1),1.66E-4,0.081
698,Fish Slough 2011 CFM,9.0E-5,0.044
893,Fitzhugh Creek,2.26E-4,0.106
204,Fontana (Seismicity),1.64E-4,0.082
634,Franklin 2011 CFM,5.94E-4,0.269
699,Garberville - Briceland 2011 CFM,0.001348,0.533
159,Garlic Springs,7.12E-4,0.332
341,Garlock (Central),0.001848,0.649
48,Garlock (East),0.002268,0.726
49,Garlock (West),7.04E-4,0.331
700,Gillem - Big Crack 2011 CFM,6.3E-4,0.254
160,Goldstone Lake,0.001246,0.497
701,Goose Lake 2011 CFM,1.0E-4,0.046
