Duration (years),Mean,Median,Mode,Std. Dev.,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
1.0,7.427,6.0,5.0,5.9126654,1.0,3.0,11.0,21.0
2.0,7.427,6.5,6.0,4.4324613,2.5,4.0,10.0,18.5
4.0,7.427,6.75,6.25,3.3012152,3.25,4.75,9.75,15.75
6.0,7.432448,6.8333335,6.5,2.775124,3.8333333,5.1666665,9.5,14.333333
8.0,7.432448,7.0,6.625,2.4382122,4.125,5.375,9.375,13.5
10.0,7.427,7.0,6.7,2.2189758,4.4,5.5,9.2,12.9
12.0,7.432448,7.0833335,6.3333335,2.0486932,4.5833335,5.6666665,9.083333,12.5
14.0,7.431408,7.071429,6.928571,1.9072627,4.714286,5.785714,9.071428,12.071428
16.0,7.432448,7.125,6.5,1.8132789,4.75,5.8125,9.0,12.0625
18.0,7.440989,7.1666665,6.888889,1.7057263,4.9444447,5.9444447,8.944445,11.666667
20.0,7.427,7.15,6.85,1.6363777,5.05,5.95,8.9,11.55
22.0,7.4442725,7.181818,7.0,1.5537624,5.090909,6.0,8.818182,11.181818
24.0,7.432448,7.1666665,6.9583335,1.5061255,5.125,6.0416665,8.791667,11.041667
26.0,7.4640512,7.269231,7.076923,1.4326028,5.269231,6.1153846,8.807693,10.769231
28.0,7.4490952,7.25,6.821429,1.3817428,5.321429,6.142857,8.714286,10.714286
30.0,7.440989,7.2,7.1666665,1.3485923,5.366667,6.2,8.733334,10.6
32.0,7.432448,7.21875,7.0,1.3210415,5.40625,6.21875,8.65625,10.53125
34.0,7.4846616,7.3235292,7.029412,1.240113,5.4411764,6.3235292,8.676471,10.235294
36.0,7.484139,7.3333335,6.888889,1.2206559,5.4444447,6.361111,8.666667,10.277778
38.0,7.4668818,7.3157897,7.3421054,1.196378,5.4736843,6.3421054,8.605263,10.131579
40.0,7.4620876,7.35,7.825,1.1759448,5.55,6.35,8.6,10.075
42.0,7.4490952,7.3333335,6.8095236,1.1566496,5.547619,6.3333335,8.523809,10.071428
44.0,7.4442725,7.2954545,6.8636365,1.1423334,5.6136365,6.340909,8.522727,10.022727
46.0,7.444674,7.326087,6.8913045,1.1123389,5.652174,6.369565,8.478261,9.978261
48.0,7.432448,7.3125,6.7916665,1.0961691,5.6458335,6.3541665,8.479167,9.895833
50.0,7.427,7.32,7.04,1.077254,5.64,6.36,8.44,9.94
52.0,7.5625963,7.480769,7.326923,1.0062052,5.8846154,6.5961537,8.519231,9.903846
54.0,7.5521483,7.4444447,7.1666665,0.9840334,5.888889,6.5925927,8.518518,9.814815
56.0,7.536679,7.446429,7.767857,0.9633393,5.910714,6.589286,8.482142,9.732142
58.0,7.5163274,7.413793,7.1896553,0.95087016,5.913793,6.6034484,8.448276,9.724138
60.0,7.5114665,7.4333334,7.133333,0.93777406,5.9166665,6.616667,8.4,9.716666
62.0,7.5074515,7.419355,7.580645,0.9340889,5.887097,6.596774,8.403226,9.693548
64.0,7.5012813,7.40625,7.625,0.92099816,5.875,6.609375,8.359375,9.625
66.0,7.492894,7.439394,7.1363635,0.90846884,5.939394,6.6060605,8.363636,9.530303
68.0,7.4846616,7.4264708,7.132353,0.8970696,5.970588,6.602941,8.338235,9.455882
70.0,7.4859,7.4142857,7.9857144,0.8957217,5.9428573,6.5857143,8.328571,9.514286
72.0,7.484139,7.4166665,7.486111,0.88988984,5.9722223,6.5972223,8.347222,9.5
74.0,7.4732704,7.4054055,7.1621623,0.87798923,5.9459457,6.5945945,8.310811,9.364865
76.0,7.4668818,7.4078946,7.1710525,0.8735799,5.9736843,6.605263,8.289474,9.355263
78.0,7.4640512,7.3846154,7.474359,0.86362517,5.9871793,6.6153846,8.307693,9.384615
80.0,7.4620876,7.375,7.2875,0.85022885,6.0,6.625,8.275,9.375
82.0,7.4510365,7.365854,6.914634,0.847907,6.012195,6.609756,8.280488,9.292683
84.0,7.4490952,7.3809524,7.095238,0.83949995,6.0,6.654762,8.25,9.309524
86.0,7.4462676,7.372093,7.372093,0.8368495,6.0,6.639535,8.267442,9.360465
88.0,7.4442725,7.3522725,7.068182,0.82891935,6.0227275,6.6363635,8.272727,9.318182
90.0,7.440989,7.366667,7.1,0.8199973,6.022222,6.6444445,8.266666,9.277778
92.0,7.444674,7.369565,7.445652,0.8120332,6.0652175,6.6630435,8.26087,9.25
94.0,7.4410214,7.37234,7.4574466,0.7997725,6.06383,6.680851,8.234042,9.234042
96.0,7.432448,7.34375,7.34375,0.7927903,6.0833335,6.65625,8.208333,9.1875
98.0,7.431408,7.3469386,7.285714,0.78607297,6.091837,6.6836734,8.214286,9.132653
100.0,7.427,7.36,7.28,0.7803166,6.1,6.67,8.2,9.16
