Magnitude,Mean,Median,Mode,Std. Dev.,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
5.0,7.3689003,7.2580647,7.145161,0.9781895,5.774194,6.419355,8.306452,9.612904
5.1,5.8245196,5.7419353,5.645161,0.7870044,4.5,5.064516,6.580645,7.612903
5.2,4.608873,4.548387,4.322581,0.64359,3.516129,3.983871,5.225806,6.064516
5.3,3.6368797,3.580645,3.580645,0.52556217,2.7419355,3.1290324,4.145161,4.806452
5.4,2.8664,2.8225806,2.6774194,0.4263626,2.1451614,2.451613,3.2903225,3.8064516
5.5,2.2591438,2.2258065,2.096774,0.3529972,1.6612903,1.9193548,2.596774,3.048387
5.6,1.773988,1.7419355,1.7096775,0.2904794,1.2741935,1.483871,2.048387,2.435484
5.7,1.3879983,1.3709677,1.3387097,0.2405655,0.9677419,1.1612903,1.6129032,1.9193548
5.8,1.0812299,1.0645162,1.0645162,0.19934562,0.7419355,0.88709676,1.2741935,1.516129
5.9,0.8271646,0.82258064,0.7903226,0.16323097,0.5322581,0.66129035,0.983871,1.1774193
6.0,0.65685403,0.6451613,0.6451613,0.13919753,0.41935483,0.516129,0.7903226,0.9677419
6.1,0.5049727,0.5,0.48387095,0.114880465,0.30645162,0.4032258,0.61290324,0.7419355
6.2,0.3944148,0.38709676,0.38709676,0.09733409,0.22580644,0.30645162,0.48387095,0.5967742
6.3,0.30926964,0.30645162,0.27419356,0.083093844,0.16129032,0.22580644,0.38709676,0.48387095
6.4,0.23542763,0.22580644,0.24193548,0.068659395,0.11290322,0.16129032,0.30645162,0.38709676
6.5,0.17836766,0.17741935,0.17741935,0.05987894,0.06451613,0.11290322,0.24193548,0.30645162
6.6,0.13647601,0.12903225,0.12903225,0.05129453,0.048387095,0.08064516,0.19354838,0.24193548
6.7,0.10164723,0.09677419,0.09677419,0.043752577,0.032258064,0.06451613,0.14516129,0.19354838
6.8,0.07692101,0.08064516,0.06451613,0.037601415,0.016129032,0.048387095,0.11290322,0.16129032
6.9,0.05722829,0.048387095,0.048387095,0.031670563,0.0,0.032258064,0.08064516,0.12903225
7.0,0.042792805,0.032258064,0.032258064,0.02726934,0.0,0.016129032,0.06451613,0.09677419
7.1,0.031285774,0.032258064,0.016129032,0.023175627,0.0,0.016129032,0.048387095,0.08064516
7.2,0.021995451,0.016129032,0.016129032,0.0192198,0.0,0.0,0.032258064,0.06451613
7.3,0.01601861,0.016129032,0.0,0.016287515,0.0,0.0,0.032258064,0.048387095
7.4,0.0111418525,0.0,0.0,0.013624146,0.0,0.0,0.016129032,0.048387095
7.5,0.006643507,0.0,0.0,0.0104597295,0.0,0.0,0.016129032,0.032258064
7.6,0.00376799,0.0,0.0,0.0077217305,0.0,0.0,0.016129032,0.016129032
7.7,0.0020620348,0.0,0.0,0.0057186433,0.0,0.0,0.0,0.016129032
7.8,9.032258E-4,0.0,0.0,0.0037371316,0.0,0.0,0.0,0.016129032
7.9,3.9743588E-4,0.0,0.0,0.0025004921,0.0,0.0,0.0,0.0
8.0,2.3779983E-4,0.0,0.0,0.0019439725,0.0,0.0,0.0,0.0
8.1,5.5831264E-5,0.0,0.0,9.4731734E-4,0.0,0.0,0.0,0.0
8.2,6.6170387E-6,0.0,0.0,3.2662728E-4,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
