Parent ID,Parent Name,Total Mean Annual Rate,Total 100 Year Prob,Long-Term Fault System Solution Rate
861,Airport Lake,3.4E-4,0.034,6.4634316E-4
667,Almanor 2011 CFM,0.00196,0.182,0.0032080284
219,Anacapa-Dume alt 1,1.6E-4,0.016,2.7066036E-4
197,Anaheim,1.4E-4,0.014,1.5264863E-4
722,Antelope Valley 2011,9.2E-4,0.091,0.0016513178
845,Ash Hill,9.5E-4,0.09,0.0011242339
881,Baker,2.1E-4,0.021,2.971852E-4
668,Bartlett Springs 2011 CFM,0.0022,0.209,0.0032548506
669,Battle Creek 2011 CFM,1.5E-4,0.014,3.1419643E-4
842,Bear River fault zone,6.9E-4,0.066,0.0012404737
581,Bennett Valley 2011 CFM,0.00119,0.119,0.0013300235
158,Bicycle Lake,0.00135,0.123,0.0010238567
741,Big Lagoon - Bald Mtn 2011 CFM,6.7E-4,0.06,9.757346E-4
192,Big Pine (Central),5.3E-4,0.051,7.7102927E-4
191,Big Pine (East),3.3E-4,0.033,5.174529E-4
200,Big Pine (West),1.0E-5,0.001,3.5641617E-5
87,Blackwater,0.00122,0.111,0.0016023546
169,Blue Cut,9.8E-4,0.093,0.0011076577
170,Brawley (Seismic Zone) alt 1,0.01046,0.763,0.013392845
541,Breckenridge 2011,0.0,0.0,5.9955266E-5
882,Bullion Mountains,4.6E-4,0.046,8.568014E-4
94,Burnt Mtn,4.8E-4,0.048,8.178091E-4
561,Butano 2011 CFM,2.9E-4,0.029,4.988888E-4
165,Cady,7.1E-4,0.066,0.0010379759
602,Calaveras (Central) 2011 CFM,0.00498,0.417,0.007856056
601,Calaveras (No) 2011 CFM,0.00179,0.175,0.0025420743
621,Calaveras (So) - Paicines extension 2011 CFM,0.00548,0.445,0.007935263
603,Calaveras (So) 2011 CFM,0.00541,0.466,0.00887066
88,Calico-Hidalgo,0.00153,0.144,0.0021344922
724,Camp Rock 2011,5.0E-4,0.05,8.719521E-4
173,Canada David (Detachment),1.2E-4,0.012,1.708136E-4
176,Carlsbad,1.8E-4,0.016,2.9338954E-4
721,Carson Range (Genoa),0.00129,0.12,0.0021533736
670,Casmalia 2011 CFM,1.9E-4,0.019,2.1761062E-4
34,Cedar Mtn-Mahogany Mtn,0.00101,0.089,0.0014486995
172,Cerro Prieto,0.01127,0.786,0.015186971
129,Channel Islands Thrust,0.00124,0.116,0.0011560944
214,Channel Islands Western Deep Ramp,3.0E-4,0.03,3.141864E-4
238,Chino alt 1,0.00152,0.143,0.002055848
124,Clamshell-Sawpit,1.7E-4,0.017,1.6712814E-4
844,Clayton,3.6E-4,0.035,5.955206E-4
81,Cleghorn,2.9E-4,0.029,4.1360638E-4
884,Cleghorn Lake,8.4E-4,0.079,8.0706173E-4
883,Cleghorn Pass,8.5E-4,0.075,5.4906996E-4
582,Collayami 2011 CFM,7.0E-4,0.069,0.0016240462
184,Compton,2.4E-4,0.023,5.5336126E-4
622,Concord 2011 CFM,0.00236,0.227,0.003020393
626,Contra Costa (Lafayette) 2011 CFM,1.7E-4,0.017,3.4727142E-4
633,Contra Costa Shear Zone (connector) 2011 CFM,5.2E-4,0.052,6.8810565E-4
776,Coronado Bank alt1,0.00313,0.269,0.004669619
157,Coyote Canyon,0.00236,0.196,0.00183098
163,Coyote Lake,9.3E-4,0.082,0.0010333296
125,Cucamonga,4.0E-4,0.04,6.182335E-4
894,Davis Creek,0.00101,0.08,0.0012165429
245,Death Valley (Black Mtns Frontal),5.6E-4,0.055,8.7176583E-4
45,Death Valley (Fish Lake Valley),0.00135,0.133,0.0020205644
46,Death Valley (No),5.9E-4,0.058,0.0010474853
246,Death Valley (So),9.5E-4,0.089,0.001079285
51,Deep Springs,7.4E-4,0.074,0.0010337
230,Del Valle,3.0E-4,0.03,5.591551E-4
889,Dog Valley,1.4E-4,0.014,4.1480028E-4
888,Dry Mountain,2.5E-4,0.024,3.2469787E-4
249,Earthquake Valley,5.3E-4,0.053,0.001013129
255,Earthquake Valley (No  Extension),7.0E-4,0.07,0.0011406206
256,Earthquake Valley (So Extension),8.4E-4,0.084,0.0015755498
671,East Huasna 2011 CFM,5.0E-5,0.005,7.648561E-5
672,Eaton Roughs 2011 CFM,0.0029,0.235,0.0035506086
96,Elmore Ranch,0.00336,0.309,0.0047495617
103,Elsinore (Coyote Mountains),0.00126,0.123,0.0021942228
296,Elsinore (Glen Ivy) rev,0.00564,0.46,0.008455746
102,Elsinore (Julian),2.3E-4,0.023,6.1102665E-4
402,Elsinore (Stepovers Combined),4.8E-4,0.048,0.0011189252
299,Elsinore (Temecula) rev,5.0E-4,0.05,0.001540073
196,Elysian Park (Lower CFM),7.0E-5,0.007,1.135746E-4
146,Elysian Park (Upper),0.00126,0.116,0.0016632719
90,Emerson-Copper Mtn 2011,8.3E-4,0.081,0.0011147654
95,Eureka Peak,9.2E-4,0.091,0.0016670827
20,Fickle Hill (alt1),3.7E-4,0.036,2.8655992E-4
