Parent ID,Parent Name,Total Mean Annual Rate,Total 1000 Year Prob
861,Airport Lake,2.2E-5,0.022
667,Almanor 2011 CFM,0.0,0.0
219,Anacapa-Dume alt 1,4.6E-5,0.046
197,Anaheim,1.7E-5,0.017
722,Antelope Valley 2011,0.0,0.0
845,Ash Hill,0.0,0.0
881,Baker,2.3E-5,0.023
668,Bartlett Springs 2011 CFM,8.93E-4,0.631
669,Battle Creek 2011 CFM,4.5E-5,0.045
842,Bear River fault zone,1.18E-4,0.117
581,Bennett Valley 2011 CFM,3.8E-5,0.038
158,Bicycle Lake,0.0,0.0
741,Big Lagoon - Bald Mtn 2011 CFM,2.13E-4,0.204
192,Big Pine (Central),3.1E-5,0.031
191,Big Pine (East),7.7E-5,0.076
200,Big Pine (West),8.0E-6,0.008
87,Blackwater,1.1E-5,0.011
169,Blue Cut,9.6E-5,0.096
170,Brawley (Seismic Zone) alt 1,0.003301,0.984
541,Breckenridge 2011,3.0E-6,0.003
882,Bullion Mountains,7.9E-5,0.078
94,Burnt Mtn,0.0,0.0
561,Butano 2011 CFM,1.77E-4,0.172
165,Cady,1.2E-5,0.012
602,Calaveras (Central) 2011 CFM,0.00257,0.961
601,Calaveras (No) 2011 CFM,0.001162,0.729
621,Calaveras (So) - Paicines extension 2011 CFM,0.002325,0.954
603,Calaveras (So) 2011 CFM,0.002221,0.942
88,Calico-Hidalgo,2.68E-4,0.255
724,Camp Rock 2011,7.1E-5,0.071
173,Canada David (Detachment),4.5E-5,0.045
176,Carlsbad,4.1E-5,0.041
721,Carson Range (Genoa),1.6E-4,0.151
670,Casmalia 2011 CFM,4.1E-5,0.04
34,Cedar Mtn-Mahogany Mtn,1.3E-5,0.013
172,Cerro Prieto,0.004333,0.999
129,Channel Islands Thrust,1.85E-4,0.174
214,Channel Islands Western Deep Ramp,1.17E-4,0.113
238,Chino alt 1,4.6E-5,0.046
124,Clamshell-Sawpit,3.4E-5,0.034
844,Clayton,5.0E-5,0.05
81,Cleghorn,8.3E-5,0.082
884,Cleghorn Lake,3.2E-5,0.032
883,Cleghorn Pass,0.0,0.0
582,Collayami 2011 CFM,0.0,0.0
184,Compton,1.36E-4,0.135
622,Concord 2011 CFM,2.52E-4,0.235
626,Contra Costa (Lafayette) 2011 CFM,1.62E-4,0.15
633,Contra Costa Shear Zone (connector) 2011 CFM,1.56E-4,0.145
776,Coronado Bank alt1,2.39E-4,0.225
157,Coyote Canyon,0.0,0.0
163,Coyote Lake,0.0,0.0
125,Cucamonga,1.78E-4,0.166
894,Davis Creek,0.0,0.0
245,Death Valley (Black Mtns Frontal),2.03E-4,0.198
