Parent ID,Parent Name,Total Mean Annual Rate,Total 1000 Year Prob
861,Airport Lake,0.0,0.0
667,Almanor 2011 CFM,0.0,0.0
219,Anacapa-Dume alt 1,1.9E-5,0.019
197,Anaheim,1.0E-6,0.001
722,Antelope Valley 2011,0.0,0.0
845,Ash Hill,0.0,0.0
881,Baker,1.1E-5,0.011
668,Bartlett Springs 2011 CFM,4.77E-4,0.397
669,Battle Creek 2011 CFM,0.0,0.0
842,Bear River fault zone,0.0,0.0
581,Bennett Valley 2011 CFM,1.6E-5,0.016
158,Bicycle Lake,0.0,0.0
741,Big Lagoon - Bald Mtn 2011 CFM,1.09E-4,0.109
192,Big Pine (Central),8.0E-6,0.008
191,Big Pine (East),3.5E-5,0.035
200,Big Pine (West),0.0,0.0
87,Blackwater,0.0,0.0
169,Blue Cut,0.0,0.0
170,Brawley (Seismic Zone) alt 1,0.001391,0.801
541,Breckenridge 2011,0.0,0.0
882,Bullion Mountains,0.0,0.0
94,Burnt Mtn,0.0,0.0
561,Butano 2011 CFM,8.5E-5,0.082
165,Cady,0.0,0.0
602,Calaveras (Central) 2011 CFM,6.05E-4,0.486
601,Calaveras (No) 2011 CFM,1.19E-4,0.115
621,Calaveras (So) - Paicines extension 2011 CFM,6.51E-4,0.499
603,Calaveras (So) 2011 CFM,5.66E-4,0.455
88,Calico-Hidalgo,7.6E-5,0.075
724,Camp Rock 2011,1.5E-5,0.015
173,Canada David (Detachment),0.0,0.0
176,Carlsbad,1.0E-5,0.01
721,Carson Range (Genoa),0.0,0.0
670,Casmalia 2011 CFM,1.6E-5,0.015
34,Cedar Mtn-Mahogany Mtn,0.0,0.0
172,Cerro Prieto,0.0,0.0
129,Channel Islands Thrust,2.9E-5,0.028
214,Channel Islands Western Deep Ramp,2.3E-5,0.023
238,Chino alt 1,1.7E-5,0.017
124,Clamshell-Sawpit,1.1E-5,0.011
844,Clayton,2.0E-6,0.002
81,Cleghorn,4.3E-5,0.043
884,Cleghorn Lake,0.0,0.0
883,Cleghorn Pass,0.0,0.0
582,Collayami 2011 CFM,0.0,0.0
184,Compton,3.3E-5,0.033
622,Concord 2011 CFM,5.5E-5,0.055
626,Contra Costa (Lafayette) 2011 CFM,2.8E-5,0.028
633,Contra Costa Shear Zone (connector) 2011 CFM,3.1E-5,0.031
776,Coronado Bank alt1,1.0E-6,0.001
157,Coyote Canyon,0.0,0.0
163,Coyote Lake,0.0,0.0
125,Cucamonga,1.11E-4,0.106
