Parent ID,Parent Name,Total Mean Annual Rate,Total 1000 Year Prob,Long-Term Fault System Solution Rate
861,Airport Lake,0.0,0.0,0.0
667,Almanor 2011 CFM,0.0,0.0,0.0
219,Anacapa-Dume alt 1,0.0,0.0,0.0
197,Anaheim,0.0,0.0,0.0
722,Antelope Valley 2011,0.0,0.0,0.0
845,Ash Hill,0.0,0.0,0.0
881,Baker,0.0,0.0,0.0
668,Bartlett Springs 2011 CFM,0.0,0.0,0.0
669,Battle Creek 2011 CFM,0.0,0.0,0.0
842,Bear River fault zone,0.0,0.0,0.0
581,Bennett Valley 2011 CFM,0.0,0.0,9.979746E-8
158,Bicycle Lake,0.0,0.0,0.0
741,Big Lagoon - Bald Mtn 2011 CFM,0.0,0.0,0.0
192,Big Pine (Central),0.0,0.0,0.0
191,Big Pine (East),0.0,0.0,0.0
200,Big Pine (West),0.0,0.0,0.0
87,Blackwater,0.0,0.0,0.0
169,Blue Cut,0.0,0.0,0.0
170,Brawley (Seismic Zone) alt 1,3.85E-4,0.339,4.513673E-4
541,Breckenridge 2011,0.0,0.0,0.0
882,Bullion Mountains,0.0,0.0,0.0
94,Burnt Mtn,0.0,0.0,0.0
561,Butano 2011 CFM,1.7E-5,0.017,2.42735E-5
165,Cady,0.0,0.0,0.0
602,Calaveras (Central) 2011 CFM,5.8E-5,0.056,6.140007E-5
601,Calaveras (No) 2011 CFM,2.1E-5,0.021,1.6112674E-5
621,Calaveras (So) - Paicines extension 2011 CFM,7.8E-5,0.076,1.0577197E-4
603,Calaveras (So) 2011 CFM,6.6E-5,0.064,7.947751E-5
88,Calico-Hidalgo,0.0,0.0,0.0
724,Camp Rock 2011,0.0,0.0,0.0
173,Canada David (Detachment),0.0,0.0,0.0
176,Carlsbad,0.0,0.0,0.0
721,Carson Range (Genoa),0.0,0.0,0.0
670,Casmalia 2011 CFM,0.0,0.0,6.5613614E-7
34,Cedar Mtn-Mahogany Mtn,0.0,0.0,0.0
172,Cerro Prieto,0.0,0.0,0.0
129,Channel Islands Thrust,0.0,0.0,0.0
214,Channel Islands Western Deep Ramp,0.0,0.0,0.0
238,Chino alt 1,0.0,0.0,0.0
124,Clamshell-Sawpit,0.0,0.0,8.637662E-9
844,Clayton,0.0,0.0,0.0
81,Cleghorn,3.0E-6,0.003,3.5051082E-6
884,Cleghorn Lake,0.0,0.0,0.0
883,Cleghorn Pass,0.0,0.0,0.0
582,Collayami 2011 CFM,0.0,0.0,0.0
184,Compton,0.0,0.0,0.0
622,Concord 2011 CFM,0.0,0.0,0.0
626,Contra Costa (Lafayette) 2011 CFM,1.0E-6,0.001,1.5609951E-6
633,Contra Costa Shear Zone (connector) 2011 CFM,0.0,0.0,1.842461E-6
776,Coronado Bank alt1,0.0,0.0,0.0
157,Coyote Canyon,0.0,0.0,0.0
163,Coyote Lake,0.0,0.0,0.0
125,Cucamonga,2.0E-6,0.002,5.9163044E-6
894,Davis Creek,0.0,0.0,0.0
