Parent ID,Parent Name,Total Mean Annual Rate,Total 1000 Year Prob,Long-Term Fault System Solution Rate
861,Airport Lake,2.03E-4,0.19,6.4634316E-4
667,Almanor 2011 CFM,0.001845,0.849,0.0032080284
219,Anacapa-Dume alt 1,8.2E-5,0.082,2.7066036E-4
197,Anaheim,7.7E-5,0.077,1.5264863E-4
722,Antelope Valley 2011,6.54E-4,0.502,0.0016513178
845,Ash Hill,5.59E-4,0.457,0.0011242339
881,Baker,1.57E-4,0.151,2.971852E-4
668,Bartlett Springs 2011 CFM,0.002028,0.893,0.0032548506
669,Battle Creek 2011 CFM,1.22E-4,0.121,3.1419643E-4
842,Bear River fault zone,5.22E-4,0.435,0.0012404737
581,Bennett Valley 2011 CFM,8.61E-4,0.626,0.0013300235
158,Bicycle Lake,6.66E-4,0.494,0.0010238567
741,Big Lagoon - Bald Mtn 2011 CFM,4.52E-4,0.372,9.757346E-4
192,Big Pine (Central),4.13E-4,0.364,7.7102927E-4
191,Big Pine (East),3.55E-4,0.327,5.174529E-4
200,Big Pine (West),2.0E-5,0.02,3.5641617E-5
87,Blackwater,7.0E-4,0.516,0.0016023546
169,Blue Cut,5.47E-4,0.443,0.0011076577
170,Brawley (Seismic Zone) alt 1,0.010667,1.0,0.013392845
541,Breckenridge 2011,8.0E-6,0.008,5.9955266E-5
882,Bullion Mountains,3.98E-4,0.351,8.568014E-4
94,Burnt Mtn,3.47E-4,0.322,8.178091E-4
561,Butano 2011 CFM,3.96E-4,0.347,4.988888E-4
165,Cady,5.11E-4,0.405,0.0010379759
602,Calaveras (Central) 2011 CFM,0.006793,1.0,0.007856056
601,Calaveras (No) 2011 CFM,0.002207,0.923,0.0025420743
621,Calaveras (So) - Paicines extension 2011 CFM,0.00696,1.0,0.007935263
603,Calaveras (So) 2011 CFM,0.007082,1.0,0.00887066
88,Calico-Hidalgo,8.89E-4,0.607,0.0021344922
724,Camp Rock 2011,2.27E-4,0.212,8.719521E-4
173,Canada David (Detachment),6.5E-5,0.065,1.708136E-4
176,Carlsbad,1.15E-4,0.112,2.9338954E-4
721,Carson Range (Genoa),9.49E-4,0.63,0.0021533736
670,Casmalia 2011 CFM,9.4E-5,0.087,2.1761062E-4
34,Cedar Mtn-Mahogany Mtn,6.44E-4,0.455,0.0014486995
172,Cerro Prieto,0.013959,1.0,0.015186971
129,Channel Islands Thrust,5.95E-4,0.452,0.0011560944
214,Channel Islands Western Deep Ramp,1.71E-4,0.164,3.141864E-4
238,Chino alt 1,0.001513,0.803,0.002055848
124,Clamshell-Sawpit,8.4E-5,0.083,1.6712814E-4
844,Clayton,2.7E-4,0.253,5.955206E-4
81,Cleghorn,2.5E-4,0.236,4.1360638E-4
884,Cleghorn Lake,4.53E-4,0.354,8.0706173E-4
883,Cleghorn Pass,3.88E-4,0.325,5.4906996E-4
582,Collayami 2011 CFM,5.9E-4,0.471,0.0016240462
184,Compton,2.07E-4,0.195,5.5336126E-4
622,Concord 2011 CFM,0.002112,0.915,0.003020393
626,Contra Costa (Lafayette) 2011 CFM,2.01E-4,0.186,3.4727142E-4
633,Contra Costa Shear Zone (connector) 2011 CFM,3.96E-4,0.35,6.8810565E-4
776,Coronado Bank alt1,0.002651,0.939,0.004669619
157,Coyote Canyon,0.001211,0.68,0.00183098
163,Coyote Lake,4.57E-4,0.388,0.0010333296
125,Cucamonga,2.65E-4,0.237,6.182335E-4
894,Davis Creek,5.4E-4,0.356,0.0012165429
245,Death Valley (Black Mtns Frontal),2.63E-4,0.248,8.7176583E-4
45,Death Valley (Fish Lake Valley),8.35E-4,0.596,0.0020205644
46,Death Valley (No),3.2E-4,0.295,0.0010474853
246,Death Valley (So),5.28E-4,0.423,0.001079285
51,Deep Springs,5.25E-4,0.438,0.0010337
230,Del Valle,2.1E-4,0.197,5.591551E-4
889,Dog Valley,1.38E-4,0.133,4.1480028E-4
888,Dry Mountain,1.41E-4,0.138,3.2469787E-4
249,Earthquake Valley,4.1E-4,0.357,0.001013129
255,Earthquake Valley (No  Extension),4.76E-4,0.401,0.0011406206
256,Earthquake Valley (So Extension),7.27E-4,0.551,0.0015755498
671,East Huasna 2011 CFM,5.0E-5,0.05,7.648561E-5
672,Eaton Roughs 2011 CFM,0.002445,0.904,0.0035506086
96,Elmore Ranch,0.00372,0.991,0.0047495617
103,Elsinore (Coyote Mountains),0.001023,0.665,0.0021942228
296,Elsinore (Glen Ivy) rev,0.008582,1.0,0.008455746
102,Elsinore (Julian),2.23E-4,0.212,6.1102665E-4
402,Elsinore (Stepovers Combined),6.0E-4,0.487,0.0011189252
299,Elsinore (Temecula) rev,6.95E-4,0.533,0.001540073
196,Elysian Park (Lower CFM),5.6E-5,0.056,1.135746E-4
146,Elysian Park (Upper),9.57E-4,0.625,0.0016632719
90,Emerson-Copper Mtn 2011,2.91E-4,0.266,0.0011147654
95,Eureka Peak,9.01E-4,0.643,0.0016670827
20,Fickle Hill (alt1),1.31E-4,0.127,2.8655992E-4
698,Fish Slough 2011 CFM,9.7E-5,0.097,2.2765521E-4
893,Fitzhugh Creek,1.89E-4,0.164,3.1876215E-4
204,Fontana (Seismicity),1.77E-4,0.175,3.745872E-4
634,Franklin 2011 CFM,5.57E-4,0.45,9.630176E-4
699,Garberville - Briceland 2011 CFM,0.001617,0.816,0.0025254672
159,Garlic Springs,5.57E-4,0.435,8.745211E-4
341,Garlock (Central),0.001515,0.792,0.0028767434
48,Garlock (East),0.001766,0.81,0.0023529157
49,Garlock (West),6.57E-4,0.504,0.0013139631
700,Gillem - Big Crack 2011 CFM,5.23E-4,0.382,0.0011462987
160,Goldstone Lake,8.67E-4,0.596,0.001393892
701,Goose Lake 2011 CFM,1.29E-4,0.113,1.9728589E-4
86,Gravel Hills-Harper Lk,7.64E-4,0.534,0.0016008405
131,Great Valley 01,7.9E-5,0.075,1.7426879E-4
133,Great Valley 02,6.2E-5,0.06,1.3342313E-4
132,Great Valley 03 Mysterious Ridge,8.64E-4,0.602,0.0016270807
383,Great Valley 03a Dunnigan Hills,6.09E-4,0.434,0.001211987
134,Great Valley 04a Trout Creek,3.33E-4,0.304,7.35125E-4
381,Great Valley 04b Gordon Valley,6.12E-4,0.49,0.0011052173
717,Great Valley 05 Pittsburg - Kirby Hills alt1,0.001434,0.738,0.0021848732
645,Great Valley 06 (Midland) 2011 CFM alt1,3.6E-4,0.315,6.633256E-4
136,Great Valley 07 (Orestimba),9.23E-4,0.618,0.0018833199
137,Great Valley 08 (Quinto),3.59E-4,0.339,4.0374356E-4
151,Great Valley 09 (Laguna Seca),0.002337,0.898,0.0032257603
138,Great Valley 10 (Panoche),3.34E-4,0.304,8.481573E-4
139,Great Valley 11,6.0E-4,0.481,0.0014662166
140,Great Valley 12,1.19E-4,0.116,4.768042E-4
142,Great Valley 13 (Coalinga),1.12E-4,0.107,6.558958E-4
141,Great Valley 14 (Kettleman Hills),8.6E-5,0.085,3.2380995E-4
623,Green Valley 2011 CFM,0.004302,0.995,0.0052470155
636,Greenville (No) 2011 CFM,9.97E-4,0.66,0.0019526663
635,Greenville (So) 2011 CFM,0.001098,0.679,0.0022331304
702,Hartley Springs 2011 CFM,3.22E-4,0.304,7.4889406E-4
37,Hat Creek-McArthur-Mayfield,8.28E-4,0.557,0.0020702034
639,Hayward (No) 2011 CFM,0.003812,0.984,0.0048564076
638,Hayward (So) 2011 CFM,0.009643,1.0,0.009440966
637,Hayward (So) extension 2011 CFM,0.006404,0.997,0.0068718083
167,Hector Mine,3.09E-4,0.277,9.788839E-4
84,Helendale-So Lockhart,4.15E-4,0.349,9.024913E-4
703,Hilton Creek 2011 CFM,4.86E-4,0.422,0.0013004984
108,Hollywood,2.36E-4,0.221,6.4956263E-4
228,Holser alt 1,1.17E-4,0.114,3.2740412E-4
723,Homestead Valley 2011,1.95E-4,0.183,8.0344925E-4
704,Honey Lake 2011 CFM,0.001913,0.86,0.0035161888
30,Hosgri,5.48E-4,0.426,0.0015048402
208,Hosgri (Extension),2.91E-4,0.272,7.304322E-4
50,Hunter Mountain-Saline Valley,0.001159,0.692,0.0023534982
677,Hunting Creek - Bartlett Springs connector 2011,0.002084,0.895,0.0025776934
640,Hunting Creek - Berryessa 2011 CFM,0.007158,0.999,0.0072375466
97,Imperial,0.011578,1.0,0.014349225
678,Incline Village 2011 CFM,5.9E-5,0.059,3.4083915E-4
65,Independence rev 2011,1.68E-4,0.163,2.3074308E-4
892,Jess Valley,9.5E-5,0.088,1.7668359E-4
91,Johnson Valley (No) 2011 rev,4.69E-4,0.41,0.001345028
168,Joshua Tree (Seismicity),3.3E-5,0.033,7.318357E-5
679,Keddie Ridge 2011 CFM,5.31E-4,0.439,0.0013595427
542,Kern Canyon (Lake Isabella) 2011,8.9E-5,0.085,2.2117178E-4
544,Kern Canyon (North Kern) 2011,1.42E-4,0.136,3.4575982E-4
543,Kern Canyon (South Kern) 2011,8.2E-5,0.082,2.1419737E-4
92,Kickapoo,5.53E-4,0.469,0.0013319205
