Magnitude,Mean,Median,Mode,Std. Dev.,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
5.0,7.398219,7.3703704,7.580247,0.69905466,6.1419754,6.6975307,8.092592,8.845679
5.1,5.8500566,5.8271604,5.7901235,0.5637765,4.839506,5.2901235,6.4012346,7.0061727
5.2,4.619645,4.5987654,4.4382715,0.45454955,3.7962964,4.1666665,5.0740743,5.5493827
5.3,3.6425269,3.6234567,3.6234567,0.36733484,2.9753087,3.2777777,4.0061727,4.3950615
5.4,2.86675,2.851852,2.8395061,0.29697105,2.3271606,2.574074,3.1666667,3.4753087
5.5,2.2491925,2.2345679,2.2345679,0.24084774,1.8148148,2.0123458,2.493827,2.7530863
5.6,1.7599311,1.7530864,1.8148148,0.19557814,1.4135803,1.5679013,1.9567901,2.1604939
5.7,1.3699712,1.3580247,1.3888888,0.15872554,1.0925926,1.2098765,1.5308642,1.7037038
5.8,1.0599496,1.0555556,1.0123457,0.12930794,0.8271605,0.93209875,1.191358,1.3333334
5.9,0.8032418,0.7962963,0.80246913,0.103948444,0.6111111,0.69753087,0.9074074,1.0185186
6.0,0.63259673,0.6296296,0.60493827,0.086837605,0.47530866,0.5493827,0.7160494,0.8148148
6.1,0.48385185,0.4814815,0.45679012,0.07198518,0.35185185,0.41358024,0.5555556,0.6296296
6.2,0.3809537,0.37654322,0.37037036,0.0602999,0.27160493,0.32098764,0.4382716,0.50617284
6.3,0.3005319,0.2962963,0.29012346,0.050962653,0.20987654,0.25308642,0.35185185,0.4074074
6.4,0.23363888,0.22839506,0.22839506,0.043015707,0.15432099,0.19135803,0.2777778,0.32098764
6.5,0.17903498,0.17901234,0.17283951,0.03650326,0.11111111,0.14197531,0.21604939,0.25308642
6.6,0.1387572,0.13580246,0.13580246,0.030903919,0.086419754,0.11111111,0.16666667,0.2037037
6.7,0.10654424,0.10493827,0.09876543,0.026412155,0.061728396,0.08024691,0.12962963,0.16049382
6.8,0.08394342,0.08024691,0.08024691,0.022503462,0.043209877,0.061728396,0.10493827,0.12962963
6.9,0.065167695,0.061728396,0.061728396,0.01942407,0.030864198,0.043209877,0.086419754,0.10493827
7.0,0.05096399,0.049382716,0.049382716,0.016648471,0.024691358,0.037037037,0.06790123,0.086419754
7.1,0.038264405,0.037037037,0.037037037,0.014092248,0.012345679,0.024691358,0.049382716,0.06790123
7.2,0.028599795,0.030864198,0.030864198,0.011805911,0.0061728396,0.018518519,0.037037037,0.055555556
7.3,0.022532921,0.024691358,0.018518519,0.010166497,0.0061728396,0.012345679,0.030864198,0.043209877
7.4,0.017332304,0.018518519,0.018518519,0.0088781305,0.0,0.0061728396,0.024691358,0.037037037
7.5,0.012328189,0.012345679,0.012345679,0.007318724,0.0,0.0061728396,0.018518519,0.030864198
7.6,0.0094063785,0.0061728396,0.0061728396,0.0061509823,0.0,0.0061728396,0.012345679,0.024691358
7.7,0.006697531,0.0061728396,0.0061728396,0.005160477,0.0,0.0,0.012345679,0.018518519
7.8,0.004755144,0.0061728396,0.0061728396,0.004369234,0.0,0.0,0.0061728396,0.012345679
7.9,0.0026460905,0.0,0.0,0.0034329894,0.0,0.0,0.0061728396,0.012345679
8.0,0.0015,0.0,0.0,0.0027420002,0.0,0.0,0.0061728396,0.0061728396
8.1,7.1090535E-4,0.0,0.0,0.0019803222,0.0,0.0,0.0,0.0061728396
8.2,3.2407406E-4,0.0,0.0,0.001376862,0.0,0.0,0.0,0.0061728396
8.3,6.481481E-5,0.0,0.0,6.292507E-4,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
