Parent ID,Parent Name,Total Mean Annual Rate,Total 500 Year Prob
861,Airport Lake,1.46E-4,0.073
667,Almanor 2011 CFM,4.34E-4,0.204
219,Anacapa-Dume alt 1,1.26E-4,0.061
197,Anaheim,1.8E-5,0.009
722,Antelope Valley 2011,4.1E-4,0.202
845,Ash Hill,2.56E-4,0.124
881,Baker,5.8E-5,0.029
668,Bartlett Springs 2011 CFM,0.001496,0.597
669,Battle Creek 2011 CFM,1.32E-4,0.065
842,Bear River fault zone,3.14E-4,0.152
581,Bennett Valley 2011 CFM,5.6E-4,0.273
158,Bicycle Lake,2.38E-4,0.119
741,Big Lagoon - Bald Mtn 2011 CFM,5.62E-4,0.249
192,Big Pine (Central),1.18E-4,0.058
191,Big Pine (East),2.68E-4,0.131
200,Big Pine (West),1.0E-5,0.005
87,Blackwater,1.9E-4,0.093
169,Blue Cut,3.32E-4,0.162
170,Brawley (Seismic Zone) alt 1,0.007274,0.999
541,Breckenridge 2011,1.6E-5,0.008
882,Bullion Mountains,2.92E-4,0.145
94,Burnt Mtn,3.02E-4,0.15
561,Butano 2011 CFM,3.34E-4,0.157
165,Cady,2.06E-4,0.103
602,Calaveras (Central) 2011 CFM,0.004482,0.947
601,Calaveras (No) 2011 CFM,0.001878,0.697
621,Calaveras (So) - Paicines extension 2011 CFM,0.004226,0.926
603,Calaveras (So) 2011 CFM,0.00361,0.913
88,Calico-Hidalgo,6.58E-4,0.302
724,Camp Rock 2011,9.2E-5,0.046
173,Canada David (Detachment),7.2E-5,0.036
176,Carlsbad,1.04E-4,0.051
721,Carson Range (Genoa),6.02E-4,0.284
670,Casmalia 2011 CFM,1.18E-4,0.059
34,Cedar Mtn-Mahogany Mtn,2.4E-4,0.116
172,Cerro Prieto,0.011018,1.0
129,Channel Islands Thrust,9.4E-4,0.377
214,Channel Islands Western Deep Ramp,2.68E-4,0.13
238,Chino alt 1,5.62E-4,0.263
124,Clamshell-Sawpit,7.4E-5,0.036
844,Clayton,2.16E-4,0.107
81,Cleghorn,1.88E-4,0.093
884,Cleghorn Lake,3.92E-4,0.187
883,Cleghorn Pass,0.0,0.0
582,Collayami 2011 CFM,6.0E-5,0.03
184,Compton,2.56E-4,0.123
622,Concord 2011 CFM,0.001082,0.445
626,Contra Costa (Lafayette) 2011 CFM,2.14E-4,0.104
633,Contra Costa Shear Zone (connector) 2011 CFM,2.68E-4,0.132
776,Coronado Bank alt1,6.58E-4,0.312
157,Coyote Canyon,6.72E-4,0.294
163,Coyote Lake,5.22E-4,0.244
125,Cucamonga,3.18E-4,0.154
894,Davis Creek,8.8E-5,0.044
245,Death Valley (Black Mtns Frontal),3.46E-4,0.17
45,Death Valley (Fish Lake Valley),5.92E-4,0.28
46,Death Valley (No),4.1E-4,0.202
246,Death Valley (So),7.78E-4,0.358
51,Deep Springs,4.64E-4,0.229
230,Del Valle,1.36E-4,0.068
889,Dog Valley,8.8E-5,0.044
888,Dry Mountain,7.0E-5,0.035
249,Earthquake Valley,5.1E-4,0.245
255,Earthquake Valley (No  Extension),6.04E-4,0.29
256,Earthquake Valley (So Extension),4.12E-4,0.202
671,East Huasna 2011 CFM,3.4E-5,0.017
672,Eaton Roughs 2011 CFM,0.001522,0.581
96,Elmore Ranch,9.14E-4,0.41
103,Elsinore (Coyote Mountains),3.82E-4,0.187
