Magnitude,Mean,Median,Mode,Std. Dev.,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
5.0,7.068675,7.0617285,7.1419754,0.67379016,5.8209877,6.3950615,7.7222223,8.493827
5.1,5.5932302,5.580247,5.5061727,0.54185194,4.5925927,5.0617285,6.117284,6.7469134
5.2,4.4173293,4.4074073,4.4135804,0.43447748,3.6111112,3.9876542,4.839506,5.3209877
5.3,3.4843931,3.4691358,3.4567902,0.35114595,2.8271606,3.1358025,3.8271606,4.2098765
5.4,2.745965,2.7345679,2.691358,0.2825823,2.2160494,2.4691358,3.0185184,3.3209877
5.5,2.1604073,2.154321,2.1111112,0.23020835,1.7222222,1.9320987,2.3888888,2.6358025
5.6,1.6942633,1.6851852,1.6790123,0.18691695,1.3333334,1.5061729,1.8765432,2.074074
5.7,1.3237078,1.3209877,1.345679,0.15044995,1.037037,1.1666666,1.4691358,1.6296296
5.8,1.0283684,1.0246913,1.0246913,0.122006044,0.7962963,0.9074074,1.1481482,1.2777778
5.9,0.7842716,0.7777778,0.77160496,0.09954655,0.59876543,0.6851852,0.88271606,0.9876543
6.0,0.6215226,0.61728394,0.59876543,0.081828915,0.4691358,0.54320985,0.7037037,0.79012346
6.1,0.4786749,0.47530866,0.46296296,0.06803385,0.35185185,0.41358024,0.54320985,0.6234568
6.2,0.37811112,0.37654322,0.3580247,0.05774536,0.27160493,0.32098764,0.4382716,0.5
6.3,0.29847324,0.2962963,0.29012346,0.049721543,0.20987654,0.25308642,0.34567901,0.40123457
6.4,0.23444033,0.2345679,0.22839506,0.042179577,0.15432099,0.19135803,0.2777778,0.32098764
6.5,0.18131481,0.17901234,0.16666667,0.03602945,0.11728395,0.14814815,0.21604939,0.25925925
6.6,0.14146708,0.14197531,0.13580246,0.030321734,0.086419754,0.11111111,0.17283951,0.2037037
6.7,0.1093642,0.11111111,0.09876543,0.025777098,0.061728396,0.086419754,0.13580246,0.16049382
6.8,0.086246915,0.086419754,0.08024691,0.02206691,0.043209877,0.061728396,0.10493827,0.13580246
6.9,0.06719342,0.06790123,0.061728396,0.019298501,0.030864198,0.049382716,0.086419754,0.10493827
7.0,0.052884772,0.055555556,0.055555556,0.016644426,0.024691358,0.037037037,0.06790123,0.086419754
7.1,0.04051852,0.037037037,0.037037037,0.014312066,0.012345679,0.024691358,0.055555556,0.06790123
7.2,0.030763375,0.030864198,0.030864198,0.012016173,0.012345679,0.018518519,0.043209877,0.055555556
7.3,0.024477366,0.024691358,0.024691358,0.010449714,0.0061728396,0.012345679,0.037037037,0.049382716
7.4,0.019055555,0.018518519,0.018518519,0.009168623,0.0061728396,0.012345679,0.030864198,0.037037037
7.5,0.013853909,0.012345679,0.012345679,0.0076697767,0.0,0.0061728396,0.018518519,0.030864198
7.6,0.010559671,0.012345679,0.0061728396,0.006479973,0.0,0.0061728396,0.018518519,0.024691358
7.7,0.0075761317,0.0061728396,0.0061728396,0.005290539,0.0,0.0,0.012345679,0.018518519
7.8,0.0053580245,0.0061728396,0.0061728396,0.0044857706,0.0,0.0,0.012345679,0.012345679
7.9,0.0029917695,0.0,0.0,0.0035560888,0.0,0.0,0.0061728396,0.012345679
8.0,0.001600823,0.0,0.0,0.0028162557,0.0,0.0,0.0061728396,0.0061728396
8.1,7.592593E-4,0.0,0.0,0.0020402216,0.0,0.0,0.0,0.0061728396
8.2,3.4979425E-4,0.0,0.0,0.0014274267,0.0,0.0,0.0,0.0061728396
8.3,7.407407E-5,0.0,0.0,6.722433E-4,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
