Parent ID,Parent Name,Total Mean Annual Rate,Total 500 Year Prob
861,Airport Lake,2.8E-5,0.014
667,Almanor 2011 CFM,0.0,0.0
219,Anacapa-Dume alt 1,8.8E-5,0.043
197,Anaheim,1.6E-5,0.008
722,Antelope Valley 2011,0.0,0.0
845,Ash Hill,0.0,0.0
881,Baker,2.4E-5,0.012
668,Bartlett Springs 2011 CFM,9.0E-4,0.404
669,Battle Creek 2011 CFM,4.2E-5,0.021
842,Bear River fault zone,1.24E-4,0.06
581,Bennett Valley 2011 CFM,4.2E-5,0.021
158,Bicycle Lake,0.0,0.0
741,Big Lagoon - Bald Mtn 2011 CFM,3.38E-4,0.162
192,Big Pine (Central),4.0E-5,0.02
191,Big Pine (East),1.06E-4,0.053
200,Big Pine (West),6.0E-6,0.003
87,Blackwater,1.2E-5,0.006
169,Blue Cut,1.48E-4,0.074
170,Brawley (Seismic Zone) alt 1,0.003622,0.949
541,Breckenridge 2011,1.0E-5,0.005
882,Bullion Mountains,5.8E-5,0.029
94,Burnt Mtn,0.0,0.0
561,Butano 2011 CFM,2.42E-4,0.117
165,Cady,3.6E-5,0.018
602,Calaveras (Central) 2011 CFM,0.002314,0.776
601,Calaveras (No) 2011 CFM,0.001002,0.437
621,Calaveras (So) - Paicines extension 2011 CFM,0.00206,0.697
603,Calaveras (So) 2011 CFM,0.001972,0.704
88,Calico-Hidalgo,4.58E-4,0.215
724,Camp Rock 2011,7.0E-5,0.035
173,Canada David (Detachment),5.6E-5,0.028
176,Carlsbad,6.4E-5,0.031
721,Carson Range (Genoa),1.74E-4,0.087
670,Casmalia 2011 CFM,8.2E-5,0.041
34,Cedar Mtn-Mahogany Mtn,1.2E-5,0.006
172,Cerro Prieto,0.003952,0.937
129,Channel Islands Thrust,2.54E-4,0.125
214,Channel Islands Western Deep Ramp,1.84E-4,0.09
238,Chino alt 1,5.0E-5,0.024
124,Clamshell-Sawpit,4.2E-5,0.021
844,Clayton,4.0E-5,0.02
81,Cleghorn,1.32E-4,0.065
884,Cleghorn Lake,3.6E-5,0.018
883,Cleghorn Pass,0.0,0.0
582,Collayami 2011 CFM,0.0,0.0
184,Compton,1.66E-4,0.081
622,Concord 2011 CFM,2.6E-4,0.123
626,Contra Costa (Lafayette) 2011 CFM,1.38E-4,0.068
633,Contra Costa Shear Zone (connector) 2011 CFM,1.52E-4,0.075
776,Coronado Bank alt1,3.16E-4,0.157
157,Coyote Canyon,0.0,0.0
163,Coyote Lake,0.0,0.0
125,Cucamonga,2.08E-4,0.101
894,Davis Creek,0.0,0.0
245,Death Valley (Black Mtns Frontal),3.04E-4,0.152
45,Death Valley (Fish Lake Valley),3.08E-4,0.154
46,Death Valley (No),3.62E-4,0.18
246,Death Valley (So),3.32E-4,0.161
51,Deep Springs,0.0,0.0
230,Del Valle,1.3E-4,0.065
889,Dog Valley,2.2E-5,0.011
888,Dry Mountain,0.0,0.0
249,Earthquake Valley,3.54E-4,0.176
255,Earthquake Valley (No  Extension),3.56E-4,0.177
256,Earthquake Valley (So Extension),2.6E-4,0.13
671,East Huasna 2011 CFM,1.2E-5,0.006
672,Eaton Roughs 2011 CFM,4.74E-4,0.224
96,Elmore Ranch,0.0,0.0
103,Elsinore (Coyote Mountains),1.58E-4,0.079
296,Elsinore (Glen Ivy) rev,3.52E-4,0.17
102,Elsinore (Julian),2.42E-4,0.12
402,Elsinore (Stepovers Combined),3.24E-4,0.159
299,Elsinore (Temecula) rev,3.38E-4,0.165
196,Elysian Park (Lower CFM),1.2E-5,0.006
146,Elysian Park (Upper),1.22E-4,0.061
90,Emerson-Copper Mtn 2011,1.38E-4,0.069
95,Eureka Peak,2.0E-6,0.001
20,Fickle Hill (alt1),1.44E-4,0.072
698,Fish Slough 2011 CFM,3.2E-5,0.016
893,Fitzhugh Creek,0.0,0.0
204,Fontana (Seismicity),0.0,0.0
634,Franklin 2011 CFM,2.82E-4,0.138
699,Garberville - Briceland 2011 CFM,5.48E-4,0.26
159,Garlic Springs,0.0,0.0
341,Garlock (Central),0.001246,0.546
48,Garlock (East),5.18E-4,0.249
49,Garlock (West),6.1E-4,0.295
700,Gillem - Big Crack 2011 CFM,0.0,0.0
160,Goldstone Lake,2.6E-5,0.013
701,Goose Lake 2011 CFM,1.0E-5,0.005
86,Gravel Hills-Harper Lk,6.2E-5,0.031
131,Great Valley 01,4.0E-6,0.002
133,Great Valley 02,8.0E-6,0.004
132,Great Valley 03 Mysterious Ridge,2.62E-4,0.129
383,Great Valley 03a Dunnigan Hills,0.0,0.0
134,Great Valley 04a Trout Creek,2.58E-4,0.128
381,Great Valley 04b Gordon Valley,1.74E-4,0.087
717,Great Valley 05 Pittsburg - Kirby Hills alt1,0.0,0.0
645,Great Valley 06 (Midland) 2011 CFM alt1,5.0E-5,0.025
136,Great Valley 07 (Orestimba),0.0,0.0
137,Great Valley 08 (Quinto),1.0E-5,0.005
151,Great Valley 09 (Laguna Seca),3.4E-5,0.017
138,Great Valley 10 (Panoche),3.8E-5,0.019
139,Great Valley 11,4.4E-5,0.022
140,Great Valley 12,5.0E-5,0.025
142,Great Valley 13 (Coalinga),6.0E-5,0.03
141,Great Valley 14 (Kettleman Hills),9.6E-5,0.048
623,Green Valley 2011 CFM,3.78E-4,0.177
636,Greenville (No) 2011 CFM,3.12E-4,0.148
635,Greenville (So) 2011 CFM,2.02E-4,0.097
702,Hartley Springs 2011 CFM,2.0E-5,0.01
37,Hat Creek-McArthur-Mayfield,6.6E-5,0.033
639,Hayward (No) 2011 CFM,0.002264,0.783
638,Hayward (So) 2011 CFM,0.001928,0.7
637,Hayward (So) extension 2011 CFM,5.54E-4,0.254
167,Hector Mine,7.0E-5,0.034
84,Helendale-So Lockhart,9.0E-5,0.045
703,Hilton Creek 2011 CFM,6.8E-5,0.034
108,Hollywood,1.94E-4,0.096
228,Holser alt 1,5.4E-5,0.027
723,Homestead Valley 2011,6.0E-6,0.003
704,Honey Lake 2011 CFM,0.0,0.0
30,Hosgri,2.68E-4,0.132
208,Hosgri (Extension),4.0E-5,0.02
50,Hunter Mountain-Saline Valley,5.46E-4,0.268
677,Hunting Creek - Bartlett Springs connector 2011,6.3E-4,0.302
640,Hunting Creek - Berryessa 2011 CFM,4.18E-4,0.202
97,Imperial,0.003442,0.938
678,Incline Village 2011 CFM,0.0,0.0
65,Independence rev 2011,3.2E-5,0.016
892,Jess Valley,0.0,0.0
91,Johnson Valley (No) 2011 rev,5.4E-5,0.027
168,Joshua Tree (Seismicity),1.4E-5,0.007
679,Keddie Ridge 2011 CFM,0.0,0.0
542,Kern Canyon (Lake Isabella) 2011,3.6E-5,0.018
544,Kern Canyon (North Kern) 2011,1.8E-5,0.009
543,Kern Canyon (South Kern) 2011,4.0E-5,0.02
92,Kickapoo,2.0E-6,0.001
680,King Range 2011 CFM,7.6E-5,0.038
641,La Panza 2011,3.6E-5,0.018
104,Laguna Salada,4.6E-5,0.023
207,Lake Isabella (Seismicity),4.6E-5,0.023
642,Las Positas,0.0,0.0
890,Last Chance,2.2E-5,0.011
85,Lenwood-Lockhart-Old Woman Springs,2.18E-4,0.105
705,Likely 2011 CFM,2.8E-5,0.014
681,Lions Head 2011 CFM,1.2E-5,0.006
144,Little Lake,3.6E-5,0.018
16,Little Salmon (Offshore),5.18E-4,0.253
17,Little Salmon (Onshore),6.78E-4,0.325
683,Los Alamos 2011 CFM,2.04E-4,0.101
780,Los Alamos extension,2.3E-4,0.114
643,Los Medanos - Roe Island,1.0E-5,0.005
74,Los Osos 2011,6.2E-5,0.03
201,Lost Hills,0.0,0.0
166,Ludlow,4.0E-5,0.02
644,Maacama 2011 CFM,0.00201,0.708
22,Mad River (alt1),2.58E-4,0.125
221,Malibu Coast (Extension) alt 1,1.22E-4,0.061
220,Malibu Coast alt 1,9.0E-5,0.043
164,Manix-Afton Hills,1.42E-4,0.07
21,McKinleyville (alt1),1.04E-4,0.051
155,McLean Lake,0.0,0.0
13,Mendocino,0.00362,0.962
605,Mission (connected) 2011 CFM,2.1E-4,0.103
250,Mission Creek,2.18E-4,0.105
779,Mission Hills 2011,3.2E-5,0.016
78,Mission Ridge-Arroyo Parida-Santa Ana,2.9E-4,0.136
686,Mohawk Valley 2011 CFM,6.8E-5,0.034
707,Mono Lake 2011 CFM,0.0,0.0
646,Monte Vista - Shannon 2011 CFM,3.1E-4,0.148
11,Monterey Bay-Tularcitos,1.56E-4,0.073
188,Morales (East),2.4E-5,0.012
187,Morales (West),1.8E-5,0.009
711,Mount Diablo Thrust North CFM,2.82E-4,0.135
713,Mount Diablo Thrust South,1.72E-4,0.083
156,Nelson Lake,0.0,0.0
122,Newport-Inglewood (Offshore),1.78E-4,0.087
235,Newport-Inglewood alt 1,1.78E-4,0.085
83,North Frontal  (East),6.8E-5,0.034
82,North Frontal  (West),9.0E-5,0.045
199,North Salt Lake,2.0E-6,0.001
687,North Tahoe 2011 CFM,0.0,0.0
130,Northridge,1.84E-4,0.091
211,Northridge Hills,1.02E-4,0.051
116,Oak Ridge (Onshore),6.02E-4,0.256
709,Oceanic - West Huasna,1.36E-4,0.067
777,Oceanside alt1,1.22E-4,0.06
921,Ortigalita (North),1.1E-4,0.055
9,Ortigalita (South),1.12E-4,0.056
64,Owens Valley,3.02E-4,0.149
891,Owens Valley Keough Hot Springs,1.46E-4,0.073
47,Owl Lake,2.56E-4,0.128
841,Ozena,2.4E-5,0.012
109,Palos Verdes,4.72E-4,0.233
244,Panamint Valley,6.12E-4,0.291
162,Paradise,1.08E-4,0.054
186,Peralta Hills,2.4E-5,0.012
647,Pilarcitos 2011 CFM,1.5E-4,0.074
193,Pine Mtn,1.9E-4,0.095
93,Pinto Mtn,5.46E-4,0.258
89,Pisgah-Bullion Mtn-Mesquite Lk,9.4E-5,0.047
212,Pitas Point (Lower West),3.62E-4,0.176
215,Pitas Point (Lower)-Montalvo,2.32E-4,0.116
688,Pittville 2011 CFM,0.0,0.0
58,Pleito,3.28E-4,0.156
666,Point Reyes 2011 CFM,1.0E-5,0.005
843,Point Reyes 2011 connector,2.6E-5,0.013
545,Polaris 2011 CFM,1.02E-4,0.051
240,Puente Hills,1.42E-4,0.069
648,Quien Sabe 2011 CFM,8.0E-6,0.004
152,Raymond,1.7E-4,0.081
118,Red Mountain,9.18E-4,0.381
161,Red Pass,0.0,0.0
232,Redondo Canyon alt 1,2.2E-5,0.011
649,Reliz 2011 CFM,9.6E-5,0.047
205,Richfield,0.0,0.0
650,Rinconada 2011 CFM,8.6E-5,0.043
38,Robinson Creek,0.0,0.0
689,Rocky Ledge 2011 CFM,0.0,0.0
651,Rodgers Creek - Healdsburg 2011 CFM,0.00188,0.711
123,Rose Canyon,1.46E-4,0.071
42,Round Valley,6.4E-5,0.032
690,Russ 2011 CFM,2.62E-4,0.131
287,San Andreas (Big Bend),0.004434,0.996
300,San Andreas (Carrizo) rev,0.005536,1.0
285,San Andreas (Cholame) rev,0.005536,1.0
295,San Andreas (Coachella) rev,0.00401,0.98
658,San Andreas (Creeping Section) 2011 CFM,0.006638,0.994
286,San Andreas (Mojave N),0.004786,0.999
301,San Andreas (Mojave S),0.005232,0.999
294,San Andreas (North Branch Mill Creek),4.68E-4,0.224
654,San Andreas (North Coast) 2011 CFM,0.004578,0.996
653,San Andreas (Offshore) 2011 CFM,0.00421,0.988
32,San Andreas (Parkfield),0.00424,0.971
655,San Andreas (Peninsula) 2011 CFM,0.00366,0.972
282,San Andreas (San Bernardino N),0.004562,0.981
283,San Andreas (San Bernardino S),0.002998,0.884
284,San Andreas (San Gorgonio Pass-Garnet HIll),0.003426,0.94
657,San Andreas (Santa Cruz Mts) 2011 CFM,0.005232,0.992
80,San Cayetano,5.64E-4,0.265
178,San Clemente,2.58E-4,0.129
774,San Diego Trough north alt1,2.66E-4,0.128
177,San Diego Trough south,2.94E-4,0.144
247,San Gabriel,1.7E-4,0.084
248,San Gabriel (Extension),8.4E-5,0.041
194,San Gorgonio Pass,2.14E-4,0.107
660,San Gregorio (North) 2011 CFM,9.8E-4,0.438
661,San Gregorio (South) 2011 CFM,3.12E-4,0.151
293,San Jacinto (Anza) rev,0.00171,0.689
99,San Jacinto (Borrego),6.7E-4,0.317
292,San Jacinto (Clark) rev,9.38E-4,0.434
101,San Jacinto (Coyote Creek),7.68E-4,0.357
901,San Jacinto (Lytle Creek connector),2.1E-4,0.103
119,San Jacinto (San Bernardino),0.001116,0.483
289,San Jacinto (San Jacinto Valley) rev,0.001136,0.498
401,San Jacinto (Stepovers Combined),0.001256,0.549
28,San Jacinto (Superstition Mtn),5.24E-4,0.253
143,San Joaquin Hills,6.0E-5,0.03
107,San Jose,4.4E-5,0.022
31,San Juan,1.46E-4,0.073
692,San Luis Range - Oceano 2011 CFM,1.4E-5,0.007
693,San Luis Range - Pecho 2011 CFM,8.0E-6,0.004
691,San Luis Range 2011 CFM,3.8E-5,0.019
181,San Pedro Basin,1.36E-4,0.067
183,San Pedro Escarpment,2.8E-5,0.014
198,San Vicente,2.0E-6,0.001
775,Santa Cruz Catalina Ridge alt1,2.22E-4,0.109
111,Santa Cruz Island,2.4E-4,0.112
185,Santa Monica Bay,2.6E-5,0.013
226,Santa Monica alt 1,1.42E-4,0.07
110,Santa Rosa Island,8.2E-5,0.04
778,Santa Susana East (connector),2.0E-4,0.097
227,Santa Susana alt 1,3.42E-4,0.168
79,Santa Ynez (East),3.96E-4,0.191
77,Santa Ynez (West),4.38E-4,0.202
781,Santa Ynez River,1.38E-4,0.069
662,Sargent 2011 CFM,4.14E-4,0.201
209,Scodie Lineament,1.8E-5,0.009
885,Sheephole,2.8E-5,0.014
547,Shoreline,1.2E-5,0.006
114,Sierra Madre,2.06E-4,0.102
113,Sierra Madre (San Fernando),1.24E-4,0.062
210,Sierra Nevada  (No Extension),2.6E-5,0.013
664,Silver Creek 2011 CFM,2.8E-5,0.014
115,Simi-Santa Rosa,2.02E-4,0.099
202,Sisar,1.24E-4,0.062
694,Skinner Flat 2011 CFM,0.0,0.0
63,So Sierra Nevada,6.8E-5,0.034
189,South Cuyama,1.8E-5,0.009
719,South Klamath Lake East,0.0,0.0
720,South Klamath Lake West,0.0,0.0
98,Superstition Hills,2.12E-4,0.105
708,Surprise Valley 2011 CFM,7.8E-5,0.039
695,Swain Ravine - Spenceville,2.4E-5,0.012
15,Table Bluff,2.58E-4,0.128
145,Tank Canyon,6.8E-5,0.034
174,Thirty Mile Bank,5.8E-5,0.029
887,Tin Mountain,1.4E-5,0.007
886,Towne Pass,8.0E-6,0.004
19,Trinidad (alt1),5.2E-4,0.249
117,Ventura-Pitas Point,3.3E-4,0.159
112,Verdugo,9.2E-5,0.046
696,Walker Spring 2011 CFM,0.0,0.0
665,West Napa 2011 CFM,5.8E-5,0.029
321,West Tahoe,1.46E-4,0.073
44,White Mountains,6.6E-5,0.033
253,White Wolf,4.0E-5,0.02
254,White Wolf (Extension),3.6E-5,0.018
236,Whittier alt 1,2.62E-4,0.127
697,Wight Way 2011 CFM,0.0,0.0
206,Yorba Linda,1.8E-5,0.009
715,Zayante-Vergeles 2011 CFM,2.2E-5,0.011
