Parent ID,Parent Name,Total Mean Annual Rate,Total 100 Year Prob,Long-Term Fault System Solution Rate
861,Airport Lake,2.3E-4,0.023,3.6484736E-4
667,Almanor 2011 CFM,5.3E-4,0.053,8.740102E-4
219,Anacapa-Dume alt 1,1.0E-4,0.01,2.7066036E-4
197,Anaheim,1.0E-5,0.001,5.9406997E-5
722,Antelope Valley 2011,4.8E-4,0.047,9.4100233E-4
845,Ash Hill,2.7E-4,0.027,3.6325454E-4
881,Baker,7.0E-5,0.007,1.4517152E-4
668,Bartlett Springs 2011 CFM,0.00195,0.186,0.0027160519
669,Battle Creek 2011 CFM,1.4E-4,0.014,3.1419643E-4
842,Bear River fault zone,4.3E-4,0.043,6.516702E-4
581,Bennett Valley 2011 CFM,5.1E-4,0.051,6.565412E-4
158,Bicycle Lake,4.2E-4,0.042,2.89994E-4
741,Big Lagoon - Bald Mtn 2011 CFM,8.6E-4,0.083,9.757346E-4
192,Big Pine (Central),7.0E-5,0.007,1.4073562E-4
191,Big Pine (East),1.8E-4,0.018,2.5185442E-4
200,Big Pine (West),1.0E-5,0.001,1.6456292E-5
87,Blackwater,2.1E-4,0.021,3.0697847E-4
169,Blue Cut,3.4E-4,0.033,4.6602596E-4
170,Brawley (Seismic Zone) alt 1,0.0074,0.616,0.009075132
541,Breckenridge 2011,2.0E-5,0.002,5.5550227E-5
882,Bullion Mountains,3.0E-4,0.03,5.3453795E-4
94,Burnt Mtn,3.4E-4,0.034,7.1063195E-4
561,Butano 2011 CFM,1.8E-4,0.018,4.0039053E-4
165,Cady,1.7E-4,0.017,3.1845164E-4
602,Calaveras (Central) 2011 CFM,0.00288,0.262,0.0054784776
601,Calaveras (No) 2011 CFM,0.00156,0.153,0.0023857106
621,Calaveras (So) - Paicines extension 2011 CFM,0.00299,0.274,0.0050596413
603,Calaveras (So) 2011 CFM,0.00237,0.231,0.0043864697
88,Calico-Hidalgo,7.8E-4,0.074,0.001058555
724,Camp Rock 2011,3.1E-4,0.031,4.1653516E-4
173,Canada David (Detachment),4.0E-5,0.004,1.708136E-4
176,Carlsbad,1.8E-4,0.018,2.0807843E-4
721,Carson Range (Genoa),8.1E-4,0.08,0.001339816
670,Casmalia 2011 CFM,1.7E-4,0.017,1.6153122E-4
34,Cedar Mtn-Mahogany Mtn,2.4E-4,0.02,3.803875E-4
172,Cerro Prieto,0.00981,0.72,0.013091409
129,Channel Islands Thrust,0.00125,0.11,0.0011560944
214,Channel Islands Western Deep Ramp,4.3E-4,0.043,3.141864E-4
238,Chino alt 1,4.8E-4,0.047,6.7926216E-4
124,Clamshell-Sawpit,1.6E-4,0.016,1.3494818E-4
844,Clayton,1.9E-4,0.019,3.7555463E-4
81,Cleghorn,1.9E-4,0.019,2.2669137E-4
884,Cleghorn Lake,4.1E-4,0.04,4.888226E-4
883,Cleghorn Pass,0.0,0.0,0.0
582,Collayami 2011 CFM,9.0E-5,0.009,1.8422506E-4
184,Compton,2.2E-4,0.022,5.5336126E-4
622,Concord 2011 CFM,0.001,0.099,0.001544427
626,Contra Costa (Lafayette) 2011 CFM,2.8E-4,0.028,3.4471598E-4
633,Contra Costa Shear Zone (connector) 2011 CFM,3.5E-4,0.035,4.4313556E-4
776,Coronado Bank alt1,8.6E-4,0.083,0.0012790463
157,Coyote Canyon,0.00103,0.089,7.693753E-4
163,Coyote Lake,6.9E-4,0.067,7.4040337E-4
125,Cucamonga,3.1E-4,0.031,6.1043387E-4
894,Davis Creek,8.0E-5,0.008,1.2964533E-4
245,Death Valley (Black Mtns Frontal),5.3E-4,0.053,8.095886E-4
45,Death Valley (Fish Lake Valley),8.0E-4,0.079,0.0012757132
46,Death Valley (No),6.8E-4,0.068,9.5837284E-4
246,Death Valley (So),9.1E-4,0.088,0.001041639
51,Deep Springs,6.6E-4,0.066,8.969784E-4
230,Del Valle,1.9E-4,0.019,3.720021E-4
889,Dog Valley,1.2E-4,0.012,2.328282E-4
888,Dry Mountain,1.5E-4,0.015,1.4885848E-4
249,Earthquake Valley,6.1E-4,0.061,0.0010117083
255,Earthquake Valley (No  Extension),6.4E-4,0.064,0.0011406206
256,Earthquake Valley (So Extension),4.7E-4,0.047,8.2418293E-4
671,East Huasna 2011 CFM,2.0E-5,0.002,5.4726253E-5
672,Eaton Roughs 2011 CFM,0.00194,0.176,0.0023913994
96,Elmore Ranch,9.3E-4,0.093,0.0013122535
103,Elsinore (Coyote Mountains),3.1E-4,0.031,8.815546E-4
