Parent ID,Parent Name,Total 500 Year Mean Count,Total 1 Day Prob,Total 1 Week Prob,Total 1 Month Prob,Total 1 Year Prob,Total 500 Year Prob,Triggered 500 Year Mean Count,Triggered 1 Day Prob,Triggered 1 Week Prob,Triggered 1 Month Prob,Triggered 1 Year Prob,Triggered 500 Year Prob,Triggered 500 Year Primary Mean Count
861,Airport Lake,0.076326005,0.0,0.0,0.0,0.0,0.076326005,0.0012936611,0.0,0.0,0.0,0.0,0.0012936611,0.0012936611
667,Almanor 2011 CFM,0.24579561,0.0,0.0,0.0,0.0012936611,0.22897801,0.0025873221,0.0,0.0,0.0,0.0,0.0025873221,0.0
219,Anacapa-Dume alt 1,0.08408797,0.0,0.0,0.0,0.0,0.08408797,0.0025873221,0.0,0.0,0.0,0.0,0.0025873221,0.0
197,Anaheim,0.010349289,0.0,0.0,0.0,0.0,0.010349289,0.0,0.0,0.0,0.0,0.0,0.0,0.0
722,Antelope Valley 2011,0.21216041,0.0,0.0,0.0,0.0012936611,0.20957309,0.0012936611,0.0,0.0,0.0,0.0,0.0012936611,0.0
845,Ash Hill,0.12160414,0.0,0.0,0.0,0.0,0.12160414,0.0051746443,0.0,0.0,0.0,0.0,0.0051746443,0.0025873221
881,Baker,0.03751617,0.0,0.0,0.0,0.0,0.03751617,0.0,0.0,0.0,0.0,0.0,0.0,0.0
668,Bartlett Springs 2011 CFM,0.81112546,0.0,0.0,0.0,0.0038809832,0.6300129,0.0038809832,0.0,0.0,0.0,0.0,0.0038809832,0.0012936611
669,Battle Creek 2011 CFM,0.08538163,0.0,0.0,0.0,0.0,0.08538163,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842,Bear River fault zone,0.13324709,0.0,0.0,0.0,0.0,0.13065977,0.0051746443,0.0,0.0,0.0,0.0,0.0051746443,0.0025873221
581,Bennett Valley 2011 CFM,0.28978008,0.0,0.0,0.0,0.0,0.28072444,0.012936611,0.0,0.0,0.0,0.0,0.012936611,0.0025873221
158,Bicycle Lake,0.13712807,0.0,0.0,0.0,0.0,0.13712807,0.0051746443,0.0,0.0,0.0,0.0,0.0051746443,0.0012936611
741,Big Lagoon - Bald Mtn 2011 CFM,0.34799483,0.0,0.0,0.0,0.0,0.30401036,0.012936611,0.0,0.0,0.0,0.0,0.010349289,0.0038809832
192,Big Pine (Central),0.06209573,0.0,0.0,0.0,0.0,0.06080207,0.0051746443,0.0,0.0,0.0,0.0,0.0051746443,0.0038809832
191,Big Pine (East),0.14100906,0.0,0.0,0.0,0.0,0.13583441,0.016817594,0.0,0.0,0.0,0.0,0.016817594,0.0038809832
200,Big Pine (West),0.01164295,0.0,0.0,0.0,0.0,0.01164295,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Blackwater,0.10737387,0.0,0.0,0.0,0.0,0.103492886,0.0064683054,0.0,0.0,0.0,0.0,0.0064683054,0.0012936611
169,Blue Cut,0.18111254,0.0,0.0,0.0,0.0,0.17852522,0.0051746443,0.0,0.0,0.0,0.0,0.0051746443,0.0025873221
170,Brawley (Seismic Zone) alt 1,3.9637775,0.0,0.0,0.0,0.0090556275,1.0,0.17723157,0.0,0.0,0.0,0.0012936611,0.15006468,0.07373868
541,Breckenridge 2011,0.01164295,0.0,0.0,0.0,0.0,0.01164295,0.0,0.0,0.0,0.0,0.0,0.0,0.0
882,Bullion Mountains,0.14100906,0.0,0.0,0.0,0.0,0.14100906,0.027166883,0.0,0.0,0.0,0.0,0.027166883,0.010349289
94,Burnt Mtn,0.13324709,0.0,0.0,0.0,0.0,0.13324709,0.010349289,0.0,0.0,0.0,0.0,0.010349289,0.0038809832
561,Butano 2011 CFM,0.18887451,0.0,0.0,0.0,0.0,0.18111254,0.016817594,0.0,0.0,0.0,0.0,0.016817594,0.0051746443
165,Cady,0.13324709,0.0,0.0,0.0,0.0,0.13324709,0.021992238,0.0,0.0,0.0,0.0,0.021992238,0.012936611
602,Calaveras (Central) 2011 CFM,2.2483828,0.0,0.0,0.0,0.0051746443,0.9417853,0.07115136,0.0,0.0,0.0,0.0,0.067270376,0.027166883
601,Calaveras (No) 2011 CFM,1.0012937,0.0,0.0,0.0,0.0038809832,0.72833115,0.043984476,0.0,0.0,0.0,0.0,0.042690814,0.012936611
621,Calaveras (So) - Paicines extension 2011 CFM,2.0815005,0.0,0.0,0.0,0.0077619664,0.9146184,0.07115136,0.0,0.0,0.0,0.0012936611,0.06468305,0.025873221
603,Calaveras (So) 2011 CFM,1.7826649,0.0,0.0,0.0,0.0064683054,0.9003881,0.04915912,0.0,0.0,0.0,0.0,0.0465718,0.015523933
88,Calico-Hidalgo,0.3389392,0.0,0.0,0.0,0.0,0.31435964,0.041397154,0.0,0.0,0.0,0.0,0.038809832,0.014230272
724,Camp Rock 2011,0.053040102,0.0,0.0,0.0,0.0,0.051746443,0.0012936611,0.0,0.0,0.0,0.0,0.0012936611,0.0
173,Canada David (Detachment),0.042690814,0.0,0.0,0.0,0.0,0.042690814,0.0012936611,0.0,0.0,0.0,0.0,0.0012936611,0.0
176,Carlsbad,0.055627424,0.0,0.0,0.0,0.0,0.053040102,0.0,0.0,0.0,0.0,0.0,0.0,0.0
721,Carson Range (Genoa),0.32341528,0.0,0.0,0.0,0.0,0.3027167,0.0077619664,0.0,0.0,0.0,0.0,0.0077619664,0.0025873221
670,Casmalia 2011 CFM,0.045278136,0.0,0.0,0.0,0.0,0.043984476,0.0012936611,0.0,0.0,0.0,0.0,0.0012936611,0.0012936611
34,Cedar Mtn-Mahogany Mtn,0.11772316,0.0,0.0,0.0,0.0,0.11125485,0.0012936611,0.0,0.0,0.0,0.0,0.0012936611,0.0
172,Cerro Prieto,5.7115135,0.0012936611,0.0012936611,0.0025873221,0.020698577,1.0,0.33764553,0.0012936611,0.0012936611,0.0012936611,0.01164295,0.21733506,0.11125485
129,Channel Islands Thrust,0.45278138,0.0,0.0,0.0,0.0,0.38421732,0.010349289,0.0,0.0,0.0,0.0,0.010349289,0.0025873221
214,Channel Islands Western Deep Ramp,0.14489004,0.0,0.0,0.0,0.0,0.13454075,0.0025873221,0.0,0.0,0.0,0.0,0.0012936611,0.0
238,Chino alt 1,0.28978008,0.0,0.0,0.0,0.0012936611,0.26649418,0.0090556275,0.0,0.0,0.0,0.0,0.0090556275,0.0051746443
124,Clamshell-Sawpit,0.04915912,0.0,0.0,0.0,0.0,0.047865458,0.0038809832,0.0,0.0,0.0,0.0,0.0038809832,0.0
844,Clayton,0.11772316,0.0,0.0,0.0,0.0,0.11642949,0.0051746443,0.0,0.0,0.0,0.0,0.0051746443,0.0012936611
81,Cleghorn,0.122897804,0.0,0.0,0.0,0.0,0.11642949,0.0064683054,0.0,0.0,0.0,0.0,0.0064683054,0.0025873221
884,Cleghorn Lake,0.22639069,0.0,0.0,0.0,0.0,0.20957309,0.020698577,0.0,0.0,0.0,0.0,0.018111255,0.0038809832
883,Cleghorn Pass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
582,Collayami 2011 CFM,0.041397154,0.0,0.0,0.0,0.0,0.04010349,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,Compton,0.10737387,0.0,0.0,0.0,0.0,0.104786545,0.0012936611,0.0,0.0,0.0,0.0,0.0012936611,0.0012936611
622,Concord 2011 CFM,0.5446313,0.0,0.0,0.0,0.0012936611,0.45019406,0.012936611,0.0,0.0,0.0,0.0,0.01164295,0.0
626,Contra Costa (Lafayette) 2011 CFM,0.10737387,0.0,0.0,0.0,0.0,0.106080204,0.0025873221,0.0,0.0,0.0,0.0,0.0025873221,0.0012936611
633,Contra Costa Shear Zone (connector) 2011 CFM,0.14359638,0.0,0.0,0.0,0.0,0.13842173,0.0038809832,0.0,0.0,0.0,0.0,0.0038809832,0.0012936611
776,Coronado Bank alt1,0.3415265,0.0,0.0,0.0,0.0,0.30659768,0.0090556275,0.0,0.0,0.0,0.0,0.0090556275,0.0051746443
157,Coyote Canyon,0.3156533,0.0,0.0,0.0,0.0,0.28719276,0.0077619664,0.0,0.0,0.0,0.0,0.0077619664,0.0012936611
163,Coyote Lake,0.26649418,0.0,0.0,0.0,0.0,0.25355756,0.0077619664,0.0,0.0,0.0,0.0,0.0077619664,0.0025873221
125,Cucamonga,0.20181112,0.0,0.0,0.0,0.0012936611,0.19016817,0.0064683054,0.0,0.0,0.0,0.0012936611,0.0064683054,0.0025873221
894,Davis Creek,0.042690814,0.0,0.0,0.0,0.0,0.042690814,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,Death Valley (Black Mtns Frontal),0.1862872,0.0,0.0,0.0,0.0,0.18499354,0.0038809832,0.0,0.0,0.0,0.0,0.0038809832,0.0
45,Death Valley (Fish Lake Valley),0.3027167,0.0,0.0,0.0,0.0012936611,0.28331178,0.0051746443,0.0,0.0,0.0,0.0,0.0038809832,0.0
46,Death Valley (No),0.22509703,0.0,0.0,0.0,0.0,0.2160414,0.0038809832,0.0,0.0,0.0,0.0,0.0038809832,0.0
246,Death Valley (So),0.41267788,0.0,0.0,0.0,0.0,0.3661061,0.0077619664,0.0,0.0,0.0,0.0,0.0077619664,0.0012936611
51,Deep Springs,0.28978008,0.0,0.0,0.0,0.0,0.28331178,0.0025873221,0.0,0.0,0.0,0.0,0.0025873221,0.0
230,Del Valle,0.07244502,0.0,0.0,0.0,0.0,0.07244502,0.0051746443,0.0,0.0,0.0,0.0,0.0051746443,0.0038809832
889,Dog Valley,0.051746443,0.0,0.0,0.0,0.0,0.051746443,0.0,0.0,0.0,0.0,0.0,0.0,0.0
888,Dry Mountain,0.03751617,0.0,0.0,0.0,0.0,0.03751617,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,Earthquake Valley,0.2755498,0.0,0.0,0.0,0.0012936611,0.27037516,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,Earthquake Valley (No  Extension),0.3389392,0.0,0.0,0.0,0.0012936611,0.3221216,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,Earthquake Valley (So Extension),0.21345407,0.0,0.0,0.0,0.0012936611,0.21086675,0.0,0.0,0.0,0.0,0.0,0.0,0.0
671,East Huasna 2011 CFM,0.021992238,0.0,0.0,0.0,0.0,0.021992238,0.0,0.0,0.0,0.0,0.0,0.0,0.0
672,Eaton Roughs 2011 CFM,0.81112546,0.0,0.0,0.0,0.0025873221,0.5743855,0.01164295,0.0,0.0,0.0,0.0,0.010349289,0.0038809832
96,Elmore Ranch,0.49417853,0.0,0.0,0.0,0.0,0.43596378,0.01164295,0.0,0.0,0.0,0.0,0.01164295,0.0012936611
103,Elsinore (Coyote Mountains),0.25614488,0.0,0.0,0.0,0.0012936611,0.24191462,0.0064683054,0.0,0.0,0.0,0.0012936611,0.0064683054,0.0025873221
296,Elsinore (Glen Ivy) rev,0.7050453,0.0,0.0,0.0,0.0038809832,0.5226391,0.018111255,0.0,0.0,0.0,0.0012936611,0.018111255,0.0064683054
102,Elsinore (Julian),0.13065977,0.0,0.0,0.0,0.0,0.1293661,0.0012936611,0.0,0.0,0.0,0.0,0.0012936611,0.0
402,Elsinore (Stepovers Combined),0.26778784,0.0,0.0,0.0,0.0012936611,0.25614488,0.0051746443,0.0,0.0,0.0,0.0,0.0051746443,0.0025873221
299,Elsinore (Temecula) rev,0.20569211,0.0,0.0,0.0,0.0,0.20439845,0.0025873221,0.0,0.0,0.0,0.0,0.0025873221,0.0012936611
196,Elysian Park (Lower CFM),0.0025873221,0.0,0.0,0.0,0.0,0.0025873221,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,Elysian Park (Upper),0.3027167,0.0,0.0,0.0,0.0012936611,0.27166882,0.0077619664,0.0,0.0,0.0,0.0,0.0077619664,0.0025873221
90,Emerson-Copper Mtn 2011,0.10737387,0.0,0.0,0.0,0.0012936611,0.106080204,0.0038809832,0.0,0.0,0.0,0.0,0.0038809832,0.0012936611
95,Eureka Peak,0.0012936611,0.0,0.0,0.0,0.0,0.0012936611,0.0012936611,0.0,0.0,0.0,0.0,0.0012936611,0.0
20,Fickle Hill (alt1),0.0996119,0.0,0.0,0.0,0.0,0.09831824,0.0012936611,0.0,0.0,0.0,0.0,0.0012936611,0.0
698,Fish Slough 2011 CFM,0.031047866,0.0,0.0,0.0,0.0025873221,0.031047866,0.0038809832,0.0,0.0,0.0,0.0,0.0038809832,0.0025873221
893,Fitzhugh Creek,0.018111255,0.0,0.0,0.0,0.0,0.018111255,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,Fontana (Seismicity),0.08279431,0.0,0.0,0.0,0.0012936611,0.08279431,0.0025873221,0.0,0.0,0.0,0.0,0.0025873221,0.0012936611
634,Franklin 2011 CFM,0.18240622,0.0,0.0,0.0,0.0012936611,0.17335059,0.0077619664,0.0,0.0,0.0,0.0,0.0077619664,0.0012936611
699,Garberville - Briceland 2011 CFM,0.7930142,0.0,0.0,0.0,0.0,0.5976714,0.028460544,0.0,0.0,0.0,0.0,0.0232859,0.014230272
159,Garlic Springs,0.095730916,0.0,0.0,0.0,0.0,0.095730916,0.0012936611,0.0,0.0,0.0,0.0,0.0012936611,0.0012936611
341,Garlock (Central),0.67529106,0.0,0.0,0.0025873221,0.0038809832,0.58602846,0.015523933,0.0,0.0,0.0012936611,0.0012936611,0.015523933,0.0038809832
48,Garlock (East),0.6714101,0.0,0.0,0.0,0.0012936611,0.5510996,0.01164295,0.0,0.0,0.0,0.0,0.010349289,0.0025873221
49,Garlock (West),0.42561448,0.0,0.0,0.0,0.0025873221,0.4049159,0.014230272,0.0,0.0,0.0,0.0,0.012936611,0.0012936611
700,Gillem - Big Crack 2011 CFM,0.03622251,0.0,0.0,0.0,0.0,0.03622251,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,Goldstone Lake,0.3389392,0.0,0.0,0.0,0.0012936611,0.31435964,0.018111255,0.0,0.0,0.0,0.0,0.012936611,0.0025873221
701,Goose Lake 2011 CFM,0.021992238,0.0,0.0,0.0,0.0,0.021992238,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,Gravel Hills-Harper Lk,0.1461837,0.0,0.0,0.0,0.0,0.14230272,0.0090556275,0.0,0.0,0.0,0.0,0.0090556275,0.0
131,Great Valley 01,0.010349289,0.0,0.0,0.0,0.0,0.010349289,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,Great Valley 02,0.020698577,0.0,0.0,0.0,0.0,0.020698577,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,Great Valley 03 Mysterious Ridge,0.30530402,0.0,0.0,0.0,0.0012936611,0.28719276,0.0051746443,0.0,0.0,0.0,0.0,0.0051746443,0.0038809832
383,Great Valley 03a Dunnigan Hills,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,Great Valley 04a Trout Creek,0.20827943,0.0,0.0,0.0,0.0025873221,0.20051746,0.010349289,0.0,0.0,0.0,0.0012936611,0.010349289,0.0077619664
381,Great Valley 04b Gordon Valley,0.19793014,0.0,0.0,0.0,0.0012936611,0.1927555,0.019404916,0.0,0.0,0.0,0.0012936611,0.018111255,0.010349289
717,Great Valley 05 Pittsburg - Kirby Hills alt1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
645,Great Valley 06 (Midland) 2011 CFM alt1,0.24708927,0.0,0.0,0.0,0.0,0.21992238,0.0038809832,0.0,0.0,0.0,0.0,0.0038809832,0.0038809832
136,Great Valley 07 (Orestimba),0.09831824,0.0,0.0,0.0,0.0,0.09831824,0.0064683054,0.0,0.0,0.0,0.0,0.0064683054,0.0025873221
137,Great Valley 08 (Quinto),0.112548515,0.0,0.0,0.0012936611,0.0012936611,0.10996119,0.0038809832,0.0,0.0,0.0,0.0,0.0038809832,0.0025873221
151,Great Valley 09 (Laguna Seca),0.18369988,0.0,0.0,0.0,0.0,0.17464425,0.0012936611,0.0,0.0,0.0,0.0,0.0012936611,0.0012936611
138,Great Valley 10 (Panoche),0.15135835,0.0,0.0,0.0,0.0,0.1461837,0.0012936611,0.0,0.0,0.0,0.0,0.0012936611,0.0012936611
139,Great Valley 11,0.12807244,0.0,0.0,0.0,0.0,0.12677878,0.0038809832,0.0,0.0,0.0,0.0,0.0038809832,0.0025873221
140,Great Valley 12,0.05045278,0.0,0.0,0.0,0.0,0.04915912,0.0025873221,0.0,0.0,0.0,0.0,0.0025873221,0.0012936611
142,Great Valley 13 (Coalinga),0.025873221,0.0,0.0,0.0,0.0,0.025873221,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,Great Valley 14 (Kettleman Hills),0.042690814,0.0,0.0,0.0,0.0,0.042690814,0.0025873221,0.0,0.0,0.0,0.0,0.0025873221,0.0012936611
623,Green Valley 2011 CFM,1.1901681,0.0,0.0,0.0,0.0025873221,0.7438551,0.029754205,0.0,0.0,0.0,0.0,0.027166883,0.0025873221
636,Greenville (No) 2011 CFM,0.45278138,0.0,0.0,0.0,0.0,0.40750325,0.018111255,0.0,0.0,0.0,0.0,0.018111255,0.0012936611
635,Greenville (So) 2011 CFM,0.2923674,0.0,0.0,0.0,0.0,0.27943078,0.010349289,0.0,0.0,0.0,0.0,0.010349289,0.0012936611
702,Hartley Springs 2011 CFM,0.17981888,0.0,0.0,0.0,0.0,0.17981888,0.0077619664,0.0,0.0,0.0,0.0,0.0077619664,0.0038809832
37,Hat Creek-McArthur-Mayfield,0.19016817,0.0,0.0,0.0,0.0,0.17852522,0.0,0.0,0.0,0.0,0.0,0.0,0.0
639,Hayward (No) 2011 CFM,1.7839586,0.0,0.0,0.0,0.0012936611,0.9262613,0.09831824,0.0,0.0,0.0,0.0012936611,0.08796895,0.045278136
638,Hayward (So) 2011 CFM,4.045278,0.0,0.0,0.0,0.0051746443,0.99870634,0.23415264,0.0,0.0,0.0,0.0,0.17464425,0.09702458
637,Hayward (So) extension 2011 CFM,1.2936611,0.0,0.0,0.0,0.0025873221,0.78007764,0.07115136,0.0,0.0,0.0,0.0,0.06209573,0.028460544
167,Hector Mine,0.06209573,0.0,0.0,0.0,0.0,0.05950841,0.012936611,0.0,0.0,0.0,0.0,0.01164295,0.0051746443
84,Helendale-So Lockhart,0.12160414,0.0,0.0,0.0,0.0,0.12031048,0.0025873221,0.0,0.0,0.0,0.0,0.0025873221,0.0
703,Hilton Creek 2011 CFM,0.14100906,0.0,0.0,0.0,0.0,0.14100906,0.0051746443,0.0,0.0,0.0,0.0,0.0051746443,0.0025873221
108,Hollywood,0.17464425,0.0,0.0,0.0,0.0,0.16170764,0.0025873221,0.0,0.0,0.0,0.0,0.0025873221,0.0025873221
228,Holser alt 1,0.0931436,0.0,0.0,0.0,0.0012936611,0.0931436,0.0051746443,0.0,0.0,0.0,0.0012936611,0.0051746443,0.0
723,Homestead Valley 2011,0.068564035,0.0,0.0,0.0,0.0,0.067270376,0.0064683054,0.0,0.0,0.0,0.0,0.0064683054,0.0038809832
704,Honey Lake 2011 CFM,0.38421732,0.0,0.0,0.0025873221,0.0038809832,0.3518758,0.019404916,0.0,0.0,0.0,0.0012936611,0.019404916,0.0090556275
30,Hosgri,0.23803364,0.0,0.0,0.0,0.0,0.21086675,0.0038809832,0.0,0.0,0.0,0.0,0.0038809832,0.0012936611
208,Hosgri (Extension),0.043984476,0.0,0.0,0.0,0.0,0.043984476,0.0025873221,0.0,0.0,0.0,0.0,0.0025873221,0.0012936611
50,Hunter Mountain-Saline Valley,0.45666236,0.0,0.0,0.0,0.0012936611,0.40620956,0.0064683054,0.0,0.0,0.0,0.0,0.0064683054,0.0012936611
677,Hunting Creek - Bartlett Springs connector 2011,0.57050455,0.0,0.0,0.0,0.0051746443,0.48900387,0.0051746443,0.0,0.0,0.0,0.0,0.0051746443,0.0012936611
640,Hunting Creek - Berryessa 2011 CFM,1.0789133,0.0,0.0,0.0,0.0051746443,0.70633894,0.02457956,0.0,0.0,0.0,0.0,0.02457956,0.0038809832
97,Imperial,4.133247,0.0,0.0,0.0,0.0090556275,1.0,0.19016817,0.0,0.0,0.0,0.0012936611,0.1591203,0.086675294
678,Incline Village 2011 CFM,0.01164295,0.0,0.0,0.0,0.0,0.01164295,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,Independence rev 2011,0.10090556,0.0,0.0,0.0,0.0,0.09702458,0.032341525,0.0,0.0,0.0,0.0,0.031047866,0.020698577
892,Jess Valley,0.029754205,0.0,0.0,0.0,0.0,0.029754205,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,Johnson Valley (No) 2011 rev,0.10866753,0.0,0.0,0.0,0.0,0.10866753,0.0051746443,0.0,0.0,0.0,0.0,0.0051746443,0.0025873221
168,Joshua Tree (Seismicity),0.0077619664,0.0,0.0,0.0,0.0,0.0077619664,0.0012936611,0.0,0.0,0.0,0.0,0.0012936611,0.0
679,Keddie Ridge 2011 CFM,0.09055627,0.0,0.0,0.0,0.0012936611,0.08796895,0.0,0.0,0.0,0.0,0.0,0.0,0.0
542,Kern Canyon (Lake Isabella) 2011,0.027166883,0.0,0.0,0.0,0.0,0.027166883,0.0012936611,0.0,0.0,0.0,0.0,0.0012936611,0.0012936611
544,Kern Canyon (North Kern) 2011,0.041397154,0.0,0.0,0.0,0.0,0.038809832,0.0,0.0,0.0,0.0,0.0,0.0,0.0
543,Kern Canyon (South Kern) 2011,0.027166883,0.0,0.0,0.0,0.0,0.027166883,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,Kickapoo,0.0064683054,0.0,0.0,0.0,0.0,0.0064683054,0.0,0.0,0.0,0.0,0.0,0.0,0.0
680,King Range 2011 CFM,0.122897804,0.0,0.0,0.0,0.0012936611,0.11642949,0.012936611,0.0,0.0,0.0,0.0012936611,0.012936611,0.0025873221
641,La Panza 2011,0.07244502,0.0,0.0,0.0,0.0,0.07115136,0.0038809832,0.0,0.0,0.0,0.0,0.0038809832,0.0
104,Laguna Salada,0.41267788,0.0,0.0,0.0012936611,0.0025873221,0.37904269,0.045278136,0.0,0.0,0.0,0.0012936611,0.045278136,0.0232859
207,Lake Isabella (Seismicity),0.068564035,0.0,0.0,0.0,0.0,0.068564035,0.0,0.0,0.0,0.0,0.0,0.0,0.0
