Duration (years),Mean,Median,Mode,Std. Dev.,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
1.0,7.767964,6.0,5.0,12.856002,1.0,3.0,11.0,25.0
4.0,7.767964,6.5,5.75,7.35842,3.0,4.5,10.0,21.0
8.0,7.7684155,6.625,6.0,5.5158467,3.75,5.0,9.75,18.875
12.0,7.769872,6.75,5.8333335,4.674463,4.1666665,5.25,9.583333,17.5
16.0,7.7684155,6.875,6.125,4.1250362,4.375,5.375,9.625,16.6875
20.0,7.767964,6.95,6.05,3.7533112,4.55,5.5,9.55,16.25
24.0,7.765954,7.0,6.875,3.4750772,4.7083335,5.625,9.458333,15.625
28.0,7.764145,7.035714,6.357143,3.218453,4.821429,5.75,9.428572,15.107142
32.0,7.765954,7.09375,6.09375,3.073232,4.90625,5.78125,9.40625,14.6875
36.0,7.7674403,7.138889,6.2777777,2.8818474,5.0,5.861111,9.333333,14.444445
40.0,7.765954,7.15,6.225,2.8101218,5.075,5.925,9.3,14.225
44.0,7.768843,7.181818,6.7272725,2.648329,5.159091,5.9772725,9.272727,14.0
48.0,7.765954,7.2291665,6.7291665,2.5408976,5.1875,6.0208335,9.229167,13.625
52.0,7.7674403,7.230769,6.769231,2.498504,5.269231,6.0384617,9.192307,13.442307
56.0,7.775877,7.267857,6.482143,2.347491,5.357143,6.107143,9.196428,13.178572
60.0,7.765954,7.2833333,7.0333333,2.292651,5.366667,6.133333,9.166667,13.233334
64.0,7.775877,7.3125,6.703125,2.2727287,5.421875,6.1875,9.15625,13.046875
68.0,7.764145,7.3235292,6.852941,2.1871288,5.4411764,6.1911764,9.117647,12.926471
72.0,7.7896714,7.3333335,6.75,2.1158943,5.5277777,6.25,9.111111,12.944445
76.0,7.7730436,7.3421054,7.131579,2.0927944,5.5,6.25,9.078947,12.671053
80.0,7.765954,7.3375,7.0625,2.0350904,5.5,6.3,9.05,12.575
84.0,7.788907,7.3809524,7.3333335,1.9442937,5.595238,6.345238,9.011905,12.464286
88.0,7.7826886,7.375,6.8636365,1.9375085,5.6363635,6.3522725,9.011364,12.340909
92.0,7.772363,7.380435,6.9673915,1.9251361,5.619565,6.3586955,8.978261,12.336957
96.0,7.765954,7.375,7.3125,1.8894236,5.65625,6.3645835,9.010417,12.1875
100.0,7.767964,7.39,7.47,1.8401414,5.68,6.41,9.0,12.05
200.0,7.7877927,7.525,7.485,1.3102924,6.12,6.75,8.765,10.585
300.0,7.8125367,7.68,7.68,1.0002967,6.3766665,6.9066668,8.643333,10.16
400.0,7.7877927,7.6425,7.6575,0.929494,6.5325,6.965,8.565,9.7825
500.0,7.767964,7.626,7.444,0.86621904,6.542,6.998,8.474,9.85
