Parent ID,Parent Name,Total Mean Annual Rate,Total 100 Year Prob
861,Airport Lake,1.2E-4,0.012
667,Almanor 2011 CFM,4.6E-4,0.046
219,Anacapa-Dume alt 1,2.0E-4,0.019
197,Anaheim,2.0E-5,0.002
722,Antelope Valley 2011,5.0E-4,0.05
845,Ash Hill,2.7E-4,0.027
881,Baker,5.0E-5,0.005
668,Bartlett Springs 2011 CFM,0.00178,0.169
669,Battle Creek 2011 CFM,2.2E-4,0.022
842,Bear River fault zone,3.3E-4,0.033
581,Bennett Valley 2011 CFM,6.6E-4,0.066
158,Bicycle Lake,4.3E-4,0.043
741,Big Lagoon - Bald Mtn 2011 CFM,7.5E-4,0.071
192,Big Pine (Central),8.0E-5,0.008
191,Big Pine (East),1.3E-4,0.013
200,Big Pine (West),5.0E-5,0.005
87,Blackwater,2.6E-4,0.026
169,Blue Cut,3.0E-4,0.03
170,Brawley (Seismic Zone) alt 1,0.00757,0.622
541,Breckenridge 2011,5.0E-5,0.005
882,Bullion Mountains,3.9E-4,0.039
94,Burnt Mtn,4.7E-4,0.047
561,Butano 2011 CFM,2.3E-4,0.023
165,Cady,2.8E-4,0.028
602,Calaveras (Central) 2011 CFM,0.00327,0.294
601,Calaveras (No) 2011 CFM,0.00153,0.151
621,Calaveras (So) - Paicines extension 2011 CFM,0.00314,0.284
603,Calaveras (So) 2011 CFM,0.00257,0.245
88,Calico-Hidalgo,9.8E-4,0.092
724,Camp Rock 2011,3.0E-4,0.03
173,Canada David (Detachment),9.0E-5,0.009
176,Carlsbad,9.0E-5,0.009
721,Carson Range (Genoa),8.5E-4,0.081
670,Casmalia 2011 CFM,1.3E-4,0.013
34,Cedar Mtn-Mahogany Mtn,4.4E-4,0.043
172,Cerro Prieto,0.00981,0.739
129,Channel Islands Thrust,0.00121,0.106
214,Channel Islands Western Deep Ramp,4.7E-4,0.045
238,Chino alt 1,5.1E-4,0.051
124,Clamshell-Sawpit,6.0E-5,0.006
844,Clayton,2.4E-4,0.024
81,Cleghorn,1.6E-4,0.016
884,Cleghorn Lake,4.1E-4,0.041
883,Cleghorn Pass,0.0,0.0
582,Collayami 2011 CFM,9.0E-5,0.009
184,Compton,2.4E-4,0.024
622,Concord 2011 CFM,0.00102,0.101
626,Contra Costa (Lafayette) 2011 CFM,2.4E-4,0.024
