Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.6581619,0.6798426,0.534
6.1,0.42274937,0.4335706,0.27
6.2,0.42274937,0.4335706,0.27
6.3,0.32663688,0.33493412,0.206
6.4,0.2752973,0.2825133,0.166
6.5,0.21053536,0.21638729,0.119
6.6,0.17870663,0.18382281,0.094
6.7,0.13372554,0.1377893,0.062
6.8,0.09285053,0.095549844,0.046
6.9,0.06207465,0.06328073,0.033
7.0,0.05884273,0.05995418,0.031
7.1,0.05639195,0.057438202,0.031
7.2,0.0541788,0.05517581,0.03
7.3,0.050329376,0.051246278,0.026
7.4,0.043260846,0.044040486,0.023
7.5,0.023174247,0.023548976,0.012
7.6,0.010067202,0.010183383,0.003
7.7,0.0016114889,0.0016118662,0.0
7.8,3.5753288E-5,3.595713E-5,0.0
