Duration (years),Mean,Median,Mode,Std. Dev.,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
1.0,7.8320065,7.0,5.0,6.0391955,1.0,4.0,11.0,22.0
2.0,7.8320065,7.0,6.5,4.5050874,2.5,4.5,10.5,19.0
4.0,7.8320065,7.25,6.5,3.358784,3.5,5.25,10.25,16.25
6.0,7.828656,7.3333335,6.8333335,2.8218477,4.1666665,5.5,10.0,15.0
8.0,7.828656,7.375,7.125,2.4894135,4.5,5.75,9.75,14.125
10.0,7.8320065,7.4,7.1,2.2824507,4.7,5.9,9.7,13.8
12.0,7.828656,7.4166665,7.0833335,2.0992858,4.9166665,6.0,9.583333,13.083333
14.0,7.8313227,7.5,7.0,1.9733247,5.071429,6.071429,9.5,12.928572
16.0,7.828656,7.5,7.125,1.8608606,5.125,6.1875,9.4375,12.4375
18.0,7.8293805,7.5555553,7.2777777,1.7412894,5.2222223,6.2777777,9.333333,12.111111
20.0,7.8320065,7.55,7.05,1.7152371,5.3,6.3,9.35,12.05
22.0,7.825897,7.5454545,7.1363635,1.599838,5.409091,6.3636365,9.272727,11.5
24.0,7.828656,7.5833335,7.25,1.5491266,5.4583335,6.4166665,9.208333,11.708333
26.0,7.849644,7.6923075,7.576923,1.4560902,5.5384617,6.5384617,9.115385,11.384615
28.0,7.833088,7.607143,7.285714,1.4115353,5.642857,6.535714,9.107142,11.107142
30.0,7.8293805,7.6,7.0666666,1.3850235,5.7,6.5666666,9.066667,11.166667
32.0,7.828656,7.625,7.25,1.3549044,5.75,6.59375,9.0625,11.15625
34.0,7.867727,7.6764708,7.5588236,1.2730334,5.852941,6.6764708,9.088235,10.882353
36.0,7.857631,7.6944447,7.5277777,1.254843,5.861111,6.638889,9.055555,10.805555
38.0,7.855035,7.7105265,7.5526314,1.2179973,5.868421,6.6842103,9.026316,10.710526
40.0,7.844631,7.7,7.5,1.1963329,5.9,6.675,9.0,10.65
42.0,7.833088,7.6904764,8.0,1.1795154,5.904762,6.714286,8.976191,10.619047
44.0,7.825897,7.7045455,7.75,1.1565064,5.9545455,6.7045455,8.909091,10.522727
46.0,7.8315215,7.7173915,7.2173915,1.1420672,5.978261,6.7391305,8.913043,10.521739
48.0,7.828656,7.7083335,7.7291665,1.126068,5.9583335,6.7708335,8.895833,10.520833
50.0,7.8320065,7.68,7.56,1.117134,5.98,6.76,8.88,10.48
52.0,7.9143586,7.8076925,8.153846,1.0499365,6.1923075,6.8653846,8.884615,10.307693
54.0,7.904154,7.796296,7.611111,1.0332398,6.185185,6.8703704,8.888889,10.37037
56.0,7.894581,7.803571,7.285714,1.0133321,6.196429,6.892857,8.875,10.232142
58.0,7.886697,7.775862,8.0,1.0026389,6.224138,6.913793,8.810345,10.172414
60.0,7.879537,7.766667,7.1833334,0.99236137,6.2166667,6.9333334,8.816667,10.166667
62.0,7.8773527,7.806452,7.83871,0.9778835,6.225806,6.935484,8.806452,10.064516
64.0,7.8795757,7.796875,7.75,0.95960456,6.234375,6.9375,8.78125,10.03125
66.0,7.8725595,7.787879,8.166667,0.94808966,6.257576,6.9242425,8.80303,9.893939
68.0,7.867727,7.779412,7.75,0.9352242,6.2352943,6.9264708,8.779411,9.941176
70.0,7.858351,7.785714,7.285714,0.92479223,6.2714286,6.928571,8.757143,9.9
72.0,7.857631,7.763889,7.5,0.9107162,6.2777777,6.9444447,8.777778,9.861111
74.0,7.8563495,7.7702703,7.716216,0.90167964,6.324324,6.972973,8.743243,9.864865
76.0,7.855035,7.7763157,7.7894735,0.8950563,6.3421054,6.9605265,8.723684,9.947369
78.0,7.849644,7.75641,7.705128,0.88773566,6.3717947,6.9871793,8.705129,10.0
80.0,7.844631,7.7375,7.7625,0.8757535,6.375,7.0,8.7,9.9375
82.0,7.8381305,7.743902,7.5609756,0.85873383,6.390244,7.02439,8.670732,9.878049
84.0,7.833088,7.7261906,7.6309524,0.85332394,6.404762,7.0238094,8.666667,9.833333
86.0,7.828772,7.72093,7.1511626,0.84328717,6.418605,7.023256,8.66279,9.790698
88.0,7.825897,7.715909,7.5113635,0.8385554,6.4545455,7.0227275,8.670455,9.829545
90.0,7.8293805,7.7444444,7.766667,0.8306785,6.4888887,7.0444446,8.655556,9.844444
92.0,7.8315215,7.75,7.2065215,0.8236774,6.4565215,7.0652175,8.641304,9.771739
94.0,7.831345,7.7340426,7.62766,0.81771374,6.4787235,7.0531917,8.62766,9.723404
96.0,7.828656,7.7395835,7.9479165,0.81187755,6.46875,7.0416665,8.625,9.697917
98.0,7.8313227,7.744898,8.051021,0.8076298,6.4489794,7.0510206,8.602041,9.714286
100.0,7.8320065,7.76,7.55,0.7978527,6.49,7.04,8.62,9.66
