Parent ID,Parent Name,Total Mean Annual Rate,Total 100 Year Prob
861,Airport Lake,0.0,0.0
667,Almanor 2011 CFM,0.0,0.0
219,Anacapa-Dume alt 1,3.2537962E-5,0.0032537961
197,Anaheim,1.0845987E-5,0.0010845987
722,Antelope Valley 2011,0.0,0.0
845,Ash Hill,0.0,0.0
881,Baker,1.0845987E-5,0.0010845987
668,Bartlett Springs 2011 CFM,5.748373E-4,0.056399133
669,Battle Creek 2011 CFM,0.0,0.0
842,Bear River fault zone,0.0,0.0
581,Bennett Valley 2011 CFM,1.0845987E-5,0.0010845987
158,Bicycle Lake,0.0,0.0
741,Big Lagoon - Bald Mtn 2011 CFM,2.2776573E-4,0.022776572
192,Big Pine (Central),1.0845987E-5,0.0010845987
191,Big Pine (East),1.0845987E-5,0.0010845987
200,Big Pine (West),0.0,0.0
87,Blackwater,0.0,0.0
169,Blue Cut,0.0,0.0
170,Brawley (Seismic Zone) alt 1,0.0012689804,0.12689805
541,Breckenridge 2011,0.0,0.0
882,Bullion Mountains,0.0,0.0
94,Burnt Mtn,0.0,0.0
561,Butano 2011 CFM,1.0845987E-5,0.0010845987
165,Cady,0.0,0.0
602,Calaveras (Central) 2011 CFM,3.9045553E-4,0.037960954
601,Calaveras (No) 2011 CFM,9.761388E-5,0.009761388
621,Calaveras (So) - Paicines extension 2011 CFM,3.6876355E-4,0.036876354
603,Calaveras (So) 2011 CFM,3.7960956E-4,0.037960954
88,Calico-Hidalgo,2.1691974E-4,0.021691974
724,Camp Rock 2011,5.4229935E-5,0.0054229936
173,Canada David (Detachment),0.0,0.0
176,Carlsbad,1.0845987E-5,0.0010845987
721,Carson Range (Genoa),0.0,0.0
670,Casmalia 2011 CFM,2.1691974E-5,0.0021691974
34,Cedar Mtn-Mahogany Mtn,0.0,0.0
172,Cerro Prieto,0.0,0.0
129,Channel Islands Thrust,3.2537962E-5,0.0032537961
214,Channel Islands Western Deep Ramp,3.2537962E-5,0.0032537961
238,Chino alt 1,3.2537962E-5,0.0032537961
124,Clamshell-Sawpit,2.1691974E-5,0.0021691974
844,Clayton,0.0,0.0
81,Cleghorn,5.4229935E-5,0.0054229936
884,Cleghorn Lake,0.0,0.0
883,Cleghorn Pass,0.0,0.0
582,Collayami 2011 CFM,0.0,0.0
184,Compton,3.2537962E-5,0.0032537961
622,Concord 2011 CFM,6.5075925E-5,0.0065075923
626,Contra Costa (Lafayette) 2011 CFM,0.0,0.0
