Duration (years),Mean,Median,Mode,Std. Dev.,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
1.0,7.901964,7.0,7.0,5.1473584,2.0,4.0,11.0,20.0
2.0,7.901964,7.0,6.0,3.9518738,3.0,4.5,10.5,18.0
4.0,7.901964,7.5,8.0,2.8892913,3.75,5.5,10.25,15.25
6.0,7.919643,7.5,7.6666665,2.4835005,4.5,5.8333335,10.0,14.5
8.0,7.919643,7.5,6.5,2.157739,4.75,6.0,9.75,13.375
10.0,7.901964,7.6,6.8,1.9361581,4.8,6.2,9.7,12.5
12.0,7.919643,7.5833335,7.3333335,1.7822585,5.1666665,6.25,9.583333,11.833333
14.0,7.9119897,7.571429,7.928571,1.7287399,5.285714,6.357143,9.714286,11.785714
16.0,7.919643,7.625,7.0625,1.5567341,5.5625,6.4375,9.375,11.5
18.0,7.8988094,7.6666665,7.5,1.4217774,5.611111,6.5555553,9.277778,11.055555
20.0,7.901964,7.75,7.2,1.4058906,5.55,6.55,9.25,11.1
22.0,7.919034,7.7272725,6.8636365,1.3237833,5.681818,6.7272725,9.227273,10.636364
24.0,7.919643,7.6666665,7.5833335,1.31802,5.6666665,6.625,9.291667,10.75
26.0,7.918269,7.8076925,7.5,1.1904094,5.9615383,6.730769,9.038462,10.269231
28.0,7.927721,7.785714,6.928571,1.1722649,5.928571,6.892857,9.071428,10.357142
30.0,7.8988094,7.7,7.5666666,1.1327808,6.1,6.866667,9.033334,10.133333
32.0,7.919643,7.8125,8.53125,1.0961323,6.09375,6.84375,9.0625,10.0625
34.0,7.899685,7.7352943,7.2058825,1.0520566,5.7941175,6.8235292,9.0,9.882353
36.0,7.9030256,7.861111,8.333333,1.0340319,5.6944447,6.9444447,8.972222,10.277778
38.0,7.910714,7.9736843,8.0,1.0192022,6.1842103,6.9210525,8.789474,10.052631
40.0,7.9254465,7.975,8.05,1.0039841,6.075,6.875,8.925,9.575
42.0,7.927721,7.928571,8.380953,0.975172,6.071429,6.952381,9.0,10.142858
44.0,7.919034,7.9545455,8.113636,0.9412157,6.068182,6.9545455,8.909091,10.0
46.0,7.920419,7.869565,7.304348,0.9399381,6.1086955,7.021739,8.847826,9.978261
48.0,7.919643,7.7916665,8.291667,0.94033337,6.0833335,7.0,8.833333,9.916667
50.0,7.901964,7.84,6.96,0.9268331,6.14,7.02,8.78,9.8
52.0,7.8671017,7.980769,8.0,0.9385022,6.076923,7.0384617,8.653846,9.730769
54.0,7.876984,7.851852,8.074074,0.91671807,6.0185184,7.037037,8.685185,9.62963
56.0,7.89764,7.928571,7.321429,0.9217122,6.107143,7.125,8.714286,9.517858
58.0,7.918103,7.9827585,7.775862,0.9263043,6.1896553,7.0172415,8.74138,9.637931
60.0,7.9175596,7.883333,8.05,0.92395407,6.3,7.0833335,8.816667,9.583333
62.0,7.916475,7.870968,8.241936,0.927599,6.290323,7.064516,8.854838,9.532258
64.0,7.9118304,7.84375,7.65625,0.9134045,6.1875,7.046875,8.8125,9.546875
66.0,7.8925867,7.8333335,9.015152,0.9248509,6.060606,7.0454545,8.818182,9.393939
68.0,7.899685,7.8088236,8.558824,0.91724724,6.029412,6.970588,8.867647,9.470589
70.0,7.890051,7.8,7.6857142,0.8991025,5.9714284,6.957143,8.842857,9.3
72.0,7.9030256,7.7916665,8.416667,0.89352286,6.0972223,6.986111,8.791667,9.236111
74.0,7.918195,7.810811,7.581081,0.8704077,6.283784,6.9864864,8.851352,9.364865
76.0,7.910714,7.8421054,7.0526314,0.84185743,6.4473686,7.0526314,8.763158,9.328947
78.0,7.918269,7.8461537,8.564102,0.8209809,6.423077,7.0641026,8.705129,9.410256
80.0,7.9254465,7.8625,7.825,0.7964301,6.475,7.025,8.7375,9.375
82.0,7.9296603,7.9390244,7.487805,0.7630146,6.487805,7.012195,8.646341,9.256098
84.0,7.927721,7.964286,8.202381,0.7306596,6.535714,7.2261906,8.642858,9.238095
86.0,7.933347,7.9069767,8.093023,0.7443627,6.418605,7.255814,8.651163,9.453488
88.0,7.919034,7.8636365,7.8636365,0.74636,6.340909,7.2272725,8.613636,9.613636
90.0,7.8988094,7.9,8.188889,0.73959273,6.3333335,7.233333,8.711111,9.577778
92.0,7.920419,7.8913045,8.141304,0.7474023,6.326087,7.1847825,8.663043,9.445652
94.0,7.9033055,7.9148936,8.148936,0.742002,6.287234,7.1489363,8.680851,9.404255
96.0,7.919643,7.8645835,7.6145835,0.72553945,6.34375,7.28125,8.65625,9.395833
98.0,7.9119897,7.8163266,7.612245,0.73353744,6.3265305,7.265306,8.632653,9.346939
100.0,7.901964,7.77,7.74,0.7138612,6.36,7.24,8.61,9.33
